BPE: kaniŋ | Linguist: kaniŋ
BPE: aniŋ ga ca | Linguist: aniŋ ga ca
BPE: ŋga ca | Linguist: ŋga ca
BPE: na | Linguist: na
BPE: mamu | Linguist: mamu
BPE: i | Linguist: i
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: ghak | Linguist: ghak
BPE: eko ŋa | Linguist: eko ŋa
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: heko na ŋa | Linguist: heko na ŋa
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: heko na ŋa | Linguist: heko na ŋa
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: ŋkha | Linguist: ŋkha
BPE: ghak | Linguist: ghak
BPE: nhaŋa | Linguist: nhaŋa
BPE: yo | Linguist: yo
BPE: nna | Linguist: nna
BPE: mamu ga | Linguist: mamu ga
BPE: o phok | Linguist: o phok
BPE: tuk ma | Linguist: tuk ma
BPE: nna | Linguist: nna
BPE: o phok | Linguist: o phok
BPE: yuŋ a ma | Linguist: yuŋ a ma
BPE: yuŋ a ma | Linguist: yuŋ a ma
BPE: nna | Linguist: nna
BPE: u hi | Linguist: u hi
BPE: om | Linguist: om
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: eko na | Linguist: eko na
BPE: to | Linguist: to
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: mo na | Linguist: mo na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: heko ha | Linguist: heko ha
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: ŋkha | Linguist: ŋkha
BPE: nna ga | Linguist: nna ga
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: kha | Linguist: kha
BPE: sum ci | Linguist: sum ci
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: eko | Linguist: eko
BPE: eko | Linguist: eko
BPE: ŋkha | Linguist: ŋkha
BPE: sum ci sum ci | Linguist: sum ci sum ci
BPE: luŋkhwak ci | Linguist: luŋkhwak ci
BPE: uŋci | Linguist: uŋci
BPE: yo | Linguist: yo
BPE: nna | Linguist: nna
BPE: luŋkhwak ca | Linguist: luŋkhwak ca
BPE: eko | Linguist: eko
BPE: ghak | Linguist: ghak
BPE: mo | Linguist: mo
BPE: nna | Linguist: nna
BPE: nna bhaŋ | Linguist: nna bhaŋ
BPE: nna | Linguist: nna
BPE: nna | Linguist: nna
BPE: nna | Linguist: nna
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: i | Linguist: i
BPE: haku | Linguist: haku
BPE: na | Linguist: na
BPE: l wa na | Linguist: l wa na
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: uŋ | Linguist: uŋ
BPE: i na | Linguist: i na
BPE: heʔne | Linguist: heʔne
BPE: uŋ | Linguist: uŋ
BPE: eko | Linguist: eko
BPE: kham | Linguist: kham
BPE: nna | Linguist: nna
BPE: uŋ | Linguist: uŋ
BPE: om | Linguist: om
BPE: me leŋ le | Linguist: me leŋ le
BPE: to | Linguist: to
BPE: nhaŋ | Linguist: nhaŋ
BPE: wandik ŋa ca | Linguist: wandik ŋa ca
BPE: om | Linguist: om
BPE: me leŋ le | Linguist: me leŋ le
BPE: ni ma | Linguist: ni ma
BPE: ŋkhaʔniŋgo | Linguist: ŋkhaʔniŋgo
BPE: na | Linguist: na
BPE: mamu | Linguist: mamu
BPE: yuŋ a | Linguist: yuŋ a
BPE: yuŋ a hoŋ | Linguist: yuŋ a hoŋ
BPE: uk ka | Linguist: uk ka
BPE: o phok | Linguist: o phok
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: nna | Linguist: nna
BPE: mo | Linguist: mo
BPE: luŋkhwak ca | Linguist: luŋkhwak ca
BPE: kheʔ ma | Linguist: kheʔ ma
