BPE: kaniŋ | Linguist: kaniŋ
BPE: bhoŋ | Linguist: bhoŋ
BPE: soʔ ma | Linguist: soʔ ma
BPE: ŋkhoŋ | Linguist: ŋkhoŋ
BPE: nna | Linguist: nna
BPE: so ŋ | Linguist: so ŋ
BPE: nna be go | Linguist: nna be go
BPE: phopciba ga | Linguist: phopciba ga
BPE: nna | Linguist: nna
BPE: hicci | Linguist: hicci
BPE: ŋkha | Linguist: ŋkha
BPE: taŋ se | Linguist: taŋ se
BPE: bhoŋ | Linguist: bhoŋ
BPE: phopciba | Linguist: phopciba
BPE: nhaŋa | Linguist: nhaŋa
BPE: ka | Linguist: ka
BPE: tuknuŋ | Linguist: tuknuŋ
BPE: mo | Linguist: mo
BPE: ka | Linguist: ka
BPE: a tek | Linguist: a tek
BPE: ka | Linguist: ka
BPE: phopciba ŋa | Linguist: phopciba ŋa
BPE: tuknuŋ | Linguist: tuknuŋ
BPE: nhaŋa | Linguist: nhaŋa
BPE: a sa | Linguist: a sa
BPE: tuknuŋ | Linguist: tuknuŋ
BPE: phopciba | Linguist: phopciba
BPE: ŋkhaʔniŋgo | Linguist: ŋkhaʔniŋgo
BPE: ka | Linguist: ka
BPE: yo | Linguist: yo
BPE: heʔne | Linguist: heʔne
BPE: bhoŋ | Linguist: bhoŋ
BPE: hoŋma | Linguist: hoŋma
BPE: ka | Linguist: ka
BPE: nhaŋa | Linguist: nhaŋa
BPE: uŋci | Linguist: uŋci
BPE: ka | Linguist: ka
BPE: ŋkhiŋ | Linguist: ŋkhiŋ
BPE: belak be | Linguist: belak be
BPE: phopciba ca | Linguist: phopciba ca
BPE: hakhok ŋa | Linguist: hakhok ŋa
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: nhaŋa | Linguist: nhaŋa
BPE: ka | Linguist: ka
BPE: lu saŋ | Linguist: lu saŋ
BPE: ka | Linguist: ka
BPE: ma | Linguist: ma
BPE: om | Linguist: om
BPE: hakhok ŋa go | Linguist: hakhok ŋa go
BPE: khaʔla | Linguist: khaʔla
BPE: lu ya | Linguist: lu ya
BPE: pyak | Linguist: pyak
BPE: nna | Linguist: nna
BPE: len | Linguist: len
BPE: ka | Linguist: ka
BPE: ceʔya | Linguist: ceʔya
BPE: ka | Linguist: ka
BPE: ŋkhaʔniŋgo | Linguist: ŋkhaʔniŋgo
BPE: ka | Linguist: ka
BPE: nna | Linguist: nna
BPE: len | Linguist: len
BPE: ka | Linguist: ka
BPE: ka | Linguist: ka
BPE: haʔniŋ | Linguist: haʔniŋ
BPE: phopciba | Linguist: phopciba
BPE: eko | Linguist: eko
BPE: liŋkha ga | Linguist: liŋkha ga
BPE: nak se | Linguist: nak se
BPE: ghak | Linguist: ghak
BPE: ŋkha | Linguist: ŋkha
BPE: ghak | Linguist: ghak
BPE: ŋkhaʔniŋgo | Linguist: ŋkhaʔniŋgo
BPE: nna | Linguist: nna
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: eko chen | Linguist: eko chen
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: yubak | Linguist: yubak
BPE: nani | Linguist: nani
BPE: yubak | Linguist: yubak
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: eko | Linguist: eko
BPE: luŋkhwak chen | Linguist: luŋkhwak chen
BPE: nda | Linguist: nda
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: encho | Linguist: encho
BPE: nhaŋto | Linguist: nhaŋto
BPE: na | Linguist: na
BPE: mamu ga | Linguist: mamu ga
BPE: na | Linguist: na
BPE: tuknuŋ | Linguist: tuknuŋ
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: nna | Linguist: nna
BPE: nani | Linguist: nani
BPE: nna | Linguist: nna
BPE: luŋkhwak maŋ | Linguist: luŋkhwak maŋ
BPE: bhoŋ | Linguist: bhoŋ
BPE: ta meʔ ma | Linguist: ta meʔ ma
BPE: bhoŋ | Linguist: bhoŋ
BPE: ŋga ca | Linguist: ŋga ca
BPE: na | Linguist: na
BPE: mamu | Linguist: mamu
BPE: i | Linguist: i
BPE: ka | Linguist: ka
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: nak se ha | Linguist: nak se ha
BPE: nnakha | Linguist: nnakha
BPE: ghak | Linguist: ghak
BPE: eko ŋa | Linguist: eko ŋa
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: ŋkha | Linguist: ŋkha
BPE: ghak | Linguist: ghak
BPE: nhaŋa | Linguist: nhaŋa
BPE: yo | Linguist: yo
BPE: mulgaun be | Linguist: mulgaun be
BPE: nam | Linguist: nam
BPE: nna | Linguist: nna
BPE: mamu ga | Linguist: mamu ga
BPE: tuk ma | Linguist: tuk ma
BPE: nna | Linguist: nna
BPE: pakha | Linguist: pakha
BPE: nna | Linguist: nna
BPE: u hi | Linguist: u hi
BPE: om | Linguist: om
BPE: eko | Linguist: eko
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: eko na | Linguist: eko na
BPE: to | Linguist: to
BPE: mulgaun be | Linguist: mulgaun be
BPE: na | Linguist: na
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: heko ha | Linguist: heko ha
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: ŋkha | Linguist: ŋkha
BPE: nna ga | Linguist: nna ga
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: kha | Linguist: kha
BPE: sum ci | Linguist: sum ci
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: eko | Linguist: eko
BPE: eko | Linguist: eko
BPE: ŋkha | Linguist: ŋkha
BPE: sum ci sum ci | Linguist: sum ci sum ci
BPE: nnakha | Linguist: nnakha
BPE: luŋkhwak ci | Linguist: luŋkhwak ci
BPE: ŋkhaʔla | Linguist: ŋkhaʔla
BPE: uŋci | Linguist: uŋci
BPE: yo | Linguist: yo
BPE: ŋkhiŋ belak ŋa | Linguist: ŋkhiŋ belak ŋa
BPE: nna | Linguist: nna
BPE: dewan | Linguist: dewan
BPE: ɖhuŋga | Linguist: ɖhuŋga
BPE: luŋkhwak ca | Linguist: luŋkhwak ca
BPE: eko | Linguist: eko
BPE: nnakha | Linguist: nnakha
BPE: ghak | Linguist: ghak
BPE: mo | Linguist: mo
BPE: nna | Linguist: nna
BPE: nna bhaŋ | Linguist: nna bhaŋ
BPE: nna | Linguist: nna
BPE: nna | Linguist: nna
BPE: nna | Linguist: nna
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: i | Linguist: i
BPE: haku | Linguist: haku
BPE: na | Linguist: na
BPE: dewan | Linguist: dewan
BPE: ɖhuŋga | Linguist: ɖhuŋga
BPE: dewan | Linguist: dewan
BPE: ɖhuŋga | Linguist: ɖhuŋga
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: uŋ | Linguist: uŋ
BPE: yaksigum | Linguist: yaksigum
BPE: heʔne | Linguist: heʔne
BPE: uŋ | Linguist: uŋ
BPE: eko | Linguist: eko
BPE: kham | Linguist: kham
BPE: nna | Linguist: nna
BPE: uŋ | Linguist: uŋ
BPE: yaksigum | Linguist: yaksigum
BPE: om | Linguist: om
BPE: me leŋ le | Linguist: me leŋ le
BPE: pheri | Linguist: pheri
BPE: to | Linguist: to
BPE: thithi | Linguist: thithi
BPE: nhaŋ | Linguist: nhaŋ
BPE: wandik ŋa ca | Linguist: wandik ŋa ca
BPE: yaksigum | Linguist: yaksigum
BPE: om | Linguist: om
BPE: me leŋ le | Linguist: me leŋ le
BPE: thithi | Linguist: thithi
BPE: haksaŋ | Linguist: haksaŋ
BPE: thithi | Linguist: thithi
BPE: ŋkhaʔniŋgo | Linguist: ŋkhaʔniŋgo
BPE: na | Linguist: na
BPE: mamu | Linguist: mamu
BPE: pakha | Linguist: pakha
BPE: yuŋ a | Linguist: yuŋ a
BPE: pakha | Linguist: pakha
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: nna | Linguist: nna
BPE: nnakha ci | Linguist: nnakha ci
BPE: mo | Linguist: mo
BPE: luŋkhwak ca | Linguist: luŋkhwak ca
BPE: dewan | Linguist: dewan
