BPE: kaniŋ | Linguist: kaniŋ
BPE: sum ci sum ci | Linguist: sum ci sum ci
BPE: luŋkhwak ci | Linguist: luŋkhwak ci
BPE: yo | Linguist: yo
BPE: nna | Linguist: nna
BPE: luŋkhwak ca | Linguist: luŋkhwak ca
BPE: eko | Linguist: eko
BPE: ghak | Linguist: ghak
BPE: mo | Linguist: mo
BPE: nna | Linguist: nna
BPE: nna bhaŋ | Linguist: nna bhaŋ
BPE: nna | Linguist: nna
BPE: nna | Linguist: nna
BPE: nna | Linguist: nna
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: i | Linguist: i
BPE: haku | Linguist: haku
BPE: nna be | Linguist: nna be
BPE: na | Linguist: na
BPE: l wa na | Linguist: l wa na
BPE: na | Linguist: na
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: i na | Linguist: i na
BPE: heʔne | Linguist: heʔne
BPE: eko | Linguist: eko
BPE: nna | Linguist: nna
BPE: om | Linguist: om
BPE: me leŋ le | Linguist: me leŋ le
BPE: to | Linguist: to
BPE: nhaŋ | Linguist: nhaŋ
BPE: om | Linguist: om
BPE: me leŋ le | Linguist: me leŋ le
BPE: ni ma | Linguist: ni ma
BPE: na | Linguist: na
BPE: mamu | Linguist: mamu
BPE: yuŋ a | Linguist: yuŋ a
BPE: yuŋ a hoŋ | Linguist: yuŋ a hoŋ
BPE: uk ka | Linguist: uk ka
BPE: o phok | Linguist: o phok
BPE: luŋkhwak | Linguist: luŋkhwak
BPE: nna | Linguist: nna
BPE: mo | Linguist: mo
BPE: luŋkhwak ca | Linguist: luŋkhwak ca
BPE: kheʔ ma | Linguist: kheʔ ma
