BPE: bertâg | Linguist: bertâg
BPE: ʔweer | Linguist: ʔweer
BPE: naap | Linguist: naap
BPE: beey | Linguist: beey
BPE: tir | Linguist: tir
BPE: nĩ | Linguist: nĩ
BPE: beey | Linguist: beey
BPE: ʔwey | Linguist: ʔwey
BPE: dôoʔ | Linguist: dôoʔ
BPE: rod | Linguist: rod
BPE: dâr | Linguist: dâr
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: tir | Linguist: tir
BPE: ʔãr | Linguist: ʔãr
BPE: po | Linguist: po
BPE: dâr | Linguist: dâr
BPE: cem | Linguist: cem
BPE: kʉb | Linguist: kʉb
BPE: ʔabʉg | Linguist: ʔabʉg
BPE: yãmxʉʔ | Linguist: yãmxʉʔ
BPE: beey | Linguist: beey
BPE: yâa | Linguist: yâa
BPE: beey | Linguist: beey
BPE: xuwêel | Linguist: xuwêel
BPE: yar | Linguist: yar
BPE: ʔabʉg | Linguist: ʔabʉg
BPE: ray | Linguist: ray
BPE: beey | Linguist: beey
BPE: xuwêel | Linguist: xuwêel
BPE: rid | Linguist: rid
BPE: bʉg | Linguist: bʉg
BPE: dâw | Linguist: dâw
BPE: dâr | Linguist: dâr
BPE: sãr | Linguist: sãr
BPE: rid | Linguist: rid
BPE: sãr | Linguist: sãr
BPE: tâg | Linguist: tâg
BPE: ʔid | Linguist: ʔid
BPE: ãa | Linguist: ãa
BPE: xâd | Linguist: xâd
BPE: ʔid | Linguist: ʔid
BPE: wây | Linguist: wây
BPE: xaaylãs | Linguist: xaaylãs
BPE: wap | Linguist: wap
BPE: ʔãr | Linguist: ʔãr
BPE: weed | Linguist: weed
BPE: yed | Linguist: yed
BPE: yow | Linguist: yow
BPE: tir | Linguist: tir
BPE: dep | Linguist: dep
BPE: ʔãr | Linguist: ʔãr
BPE: rẽk | Linguist: rẽk
BPE: yow | Linguist: yow
BPE: teen | Linguist: teen
BPE: ʔãr | Linguist: ʔãr
BPE: âg | Linguist: âg
BPE: rẽk | Linguist: rẽk
BPE: yow | Linguist: yow
BPE: teen | Linguist: teen
BPE: ʔãr | Linguist: ʔãr
BPE: tuk | Linguist: tuk
BPE: yow | Linguist: yow
BPE: rãap | Linguist: rãap
BPE: tir | Linguist: tir
BPE: yũt | Linguist: yũt
BPE: yow | Linguist: yow
BPE: rãap | Linguist: rãap
BPE: be | Linguist: be
BPE: tas | Linguist: tas
BPE: rãm | Linguist: rãm
BPE: yow | Linguist: yow
BPE: yow | Linguist: yow
BPE: cem | Linguist: cem
BPE: baʔ | Linguist: baʔ
BPE: yow | Linguist: yow
BPE: top | Linguist: top
BPE: yẽw | Linguist: yẽw
BPE: yow | Linguist: yow
BPE: bʉb | Linguist: bʉb
BPE: ʔãr | Linguist: ʔãr
BPE: yow | Linguist: yow
BPE: nâxpog | Linguist: nâxpog
BPE: tir | Linguist: tir
BPE: wʉʉd | Linguist: wʉʉd
BPE: ʔãr | Linguist: ʔãr
BPE: rãm | Linguist: rãm
BPE: yow | Linguist: yow
BPE: nã | Linguist: nã
BPE: bʉb | Linguist: bʉb
BPE: ʔãr | Linguist: ʔãr
BPE: rãm | Linguist: rãm
BPE: yow | Linguist: yow
