BPE: r awe | Linguist: r awe
BPE: ku | Linguist: ku
BPE: myde | Linguist: myde
BPE: ere nupĩ | Linguist: ere nupĩ
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: e atʃĩ | Linguist: e atʃĩ
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: pe atʃĩ | Linguist: pe atʃĩ
BPE: a he | Linguist: a he
BPE: te tʃe | Linguist: te tʃe
BPE: pe he | Linguist: pe he
BPE: pe karu | Linguist: pe karu
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: te ka | Linguist: te ka
BPE: pẽ | Linguist: pẽ
BPE: pẽ | Linguist: pẽ
BPE: pe ka | Linguist: pe ka
BPE: a karu | Linguist: a karu
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pe tʃe | Linguist: pe tʃe
BPE: ku | Linguist: ku
BPE: pe | Linguist: pe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ∅ ju | Linguist: ∅ ju
BPE: te tʃe | Linguist: te tʃe
BPE: pa | Linguist: pa
BPE: ja | Linguist: ja
BPE: ku | Linguist: ku
BPE: aʔy | Linguist: aʔy
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: pa | Linguist: pa
BPE: y ka | Linguist: y ka
BPE: he | Linguist: he
BPE: pa | Linguist: pa
BPE: pẽ | Linguist: pẽ
BPE: wĩ | Linguist: wĩ
BPE: dydy | Linguist: dydy
BPE: he | Linguist: he
BPE: ∅ ha | Linguist: ∅ ha
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: ∅ ha | Linguist: ∅ ha
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: reʔe | Linguist: reʔe
BPE: pẽ | Linguist: pẽ
BPE: pe a | Linguist: pe a
BPE: ja | Linguist: ja
BPE: myde | Linguist: myde
BPE: pẽ | Linguist: pẽ
BPE: ∅ karu | Linguist: ∅ karu
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: pẽ | Linguist: pẽ
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: pẽ | Linguist: pẽ
BPE: u tʃe | Linguist: u tʃe
BPE: pe tʃe | Linguist: pe tʃe
BPE: ure | Linguist: ure
BPE: dydy | Linguist: dydy
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ∅ tʃe | Linguist: ∅ tʃe
BPE: reʔe | Linguist: reʔe
BPE: dydy | Linguist: dydy
BPE: te | Linguist: te
BPE: he | Linguist: he
BPE: dydy | Linguist: dydy
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: ne | Linguist: ne
BPE: ∅ tʃe | Linguist: ∅ tʃe
BPE: me | Linguist: me
BPE: he | Linguist: he
BPE: ∅ tʃe | Linguist: ∅ tʃe
BPE: me | Linguist: me
BPE: ne | Linguist: ne
BPE: a ka | Linguist: a ka
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: reʔe | Linguist: reʔe
BPE: a ka | Linguist: a ka
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: ĩ | Linguist: ĩ
BPE: reʔe | Linguist: reʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: kumeʔe | Linguist: kumeʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: a he | Linguist: a he
BPE: te | Linguist: te
BPE: he | Linguist: he
BPE: e ru | Linguist: e ru
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: ka | Linguist: ka
BPE: pa | Linguist: pa
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: te karu | Linguist: te karu
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: pe ju | Linguist: pe ju
BPE: ta | Linguist: ta
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: uru ju | Linguist: uru ju
BPE: ta | Linguist: ta
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ta | Linguist: ta
BPE: myde | Linguist: myde
BPE: ta | Linguist: ta
BPE: pẽ | Linguist: pẽ
BPE: ta | Linguist: ta
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: aʔy | Linguist: aʔy
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: aʔy | Linguist: aʔy
BPE: u nupĩ | Linguist: u nupĩ
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: reʔe | Linguist: reʔe
BPE: ere tʃe | Linguist: ere tʃe
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: reʔe | Linguist: reʔe
BPE: e ha | Linguist: e ha
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: uru ha | Linguist: uru ha
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: myde | Linguist: myde
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: pe ha | Linguist: pe ha
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ka | Linguist: ka
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ere jy pi nupĩ | Linguist: ere jy pi nupĩ
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: e ha | Linguist: e ha
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: pe nupĩ | Linguist: pe nupĩ
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ere ha | Linguist: ere ha
BPE: ja | Linguist: ja
BPE: ne | Linguist: ne
BPE: a nupĩ | Linguist: a nupĩ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ure | Linguist: ure
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: retemeʔe | Linguist: retemeʔe
BPE: ure | Linguist: ure
BPE: retemeʔe | Linguist: retemeʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: retemeʔe | Linguist: retemeʔe
BPE: ure | Linguist: ure
BPE: retemeʔe | Linguist: retemeʔe
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: y | Linguist: y
BPE: y | Linguist: y
BPE: ja | Linguist: ja
BPE: pa | Linguist: pa
BPE: reʔe | Linguist: reʔe
BPE: ja | Linguist: ja
BPE: ku | Linguist: ku
BPE: reʔe | Linguist: reʔe
BPE: pa | Linguist: pa
BPE: reʔe | Linguist: reʔe
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ∅ atʃĩ | Linguist: ∅ atʃĩ
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: pẽ | Linguist: pẽ
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: wĩ | Linguist: wĩ
BPE: ja | Linguist: ja
BPE: a ka | Linguist: a ka
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: me | Linguist: me
