BPE: r awe | Linguist: r awe
BPE: u karu | Linguist: u karu
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ere jija | Linguist: ere jija
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: uru jija | Linguist: uru jija
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: pẽ | Linguist: pẽ
BPE: ure | Linguist: ure
BPE: he | Linguist: he
BPE: ∅ tĩ | Linguist: ∅ tĩ
BPE: ipi | Linguist: ipi
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ∅ ĩ | Linguist: ∅ ĩ
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: eʔe | Linguist: eʔe
BPE: wĩ | Linguist: wĩ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: eʔe | Linguist: eʔe
BPE: wĩ | Linguist: wĩ
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ere tʃa | Linguist: ere tʃa
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: a etʃa | Linguist: a etʃa
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: pe nupĩ | Linguist: pe nupĩ
BPE: e jija | Linguist: e jija
BPE: e karu | Linguist: e karu
BPE: e ja | Linguist: e ja
BPE: pe karu | Linguist: pe karu
BPE: pe tʃe | Linguist: pe tʃe
BPE: pe ja | Linguist: pe ja
BPE: pe jija | Linguist: pe jija
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: y tu | Linguist: y tu
BPE: rupe | Linguist: rupe
BPE: uru jija | Linguist: uru jija
BPE: ure | Linguist: ure
BPE: uru ju | Linguist: uru ju
BPE: he | Linguist: he
BPE: te ju | Linguist: te ju
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: u ĩ | Linguist: u ĩ
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: te a | Linguist: te a
BPE: ku | Linguist: ku
BPE: u ja | Linguist: u ja
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: pe ja | Linguist: pe ja
BPE: pe karu | Linguist: pe karu
BPE: ere wahẽ | Linguist: ere wahẽ
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: te pa | Linguist: te pa
BPE: ku | Linguist: ku
BPE: myde | Linguist: myde
BPE: ere nupĩ | Linguist: ere nupĩ
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: e atʃĩ | Linguist: e atʃĩ
BPE: pẽ nupĩ | Linguist: pẽ nupĩ
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: pe atʃĩ | Linguist: pe atʃĩ
BPE: a he | Linguist: a he
BPE: te tʃe | Linguist: te tʃe
BPE: pe he | Linguist: pe he
BPE: pe karu | Linguist: pe karu
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: te ka | Linguist: te ka
BPE: pẽ | Linguist: pẽ
BPE: pẽ | Linguist: pẽ
BPE: pe ka | Linguist: pe ka
BPE: a karu | Linguist: a karu
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pe tʃe | Linguist: pe tʃe
BPE: ku | Linguist: ku
BPE: pe | Linguist: pe
BPE: u tĩ | Linguist: u tĩ
BPE: ku | Linguist: ku
BPE: madyʔa | Linguist: madyʔa
BPE: ajete | Linguist: ajete
BPE: he | Linguist: he
BPE: ∅ ju | Linguist: ∅ ju
BPE: te tʃe | Linguist: te tʃe
BPE: imi | Linguist: imi
BPE: awa | Linguist: awa
BPE: pa | Linguist: pa
BPE: ja | Linguist: ja
BPE: ku | Linguist: ku
BPE: aʔy | Linguist: aʔy
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: awa | Linguist: awa
BPE: pa | Linguist: pa
BPE: y ka | Linguist: y ka
BPE: he | Linguist: he
BPE: pa | Linguist: pa
BPE: pẽ | Linguist: pẽ
BPE: wĩ | Linguist: wĩ
BPE: dydy | Linguist: dydy
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: kumete | Linguist: kumete
BPE: ku | Linguist: ku
BPE: y wahẽ | Linguist: y wahẽ
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: tapyʔy | Linguist: tapyʔy
BPE: ure | Linguist: ure
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: reʔe | Linguist: reʔe
BPE: yna | Linguist: yna
BPE: pẽ | Linguist: pẽ
BPE: pe a | Linguist: pe a
BPE: ja | Linguist: ja
BPE: myde | Linguist: myde
BPE: ajete | Linguist: ajete
BPE: pẽ | Linguist: pẽ
BPE: ∅ karu | Linguist: ∅ karu
BPE: imi | Linguist: imi
BPE: ajete | Linguist: ajete
BPE: ne | Linguist: ne
BPE: imi | Linguist: imi
BPE: ajete | Linguist: ajete
BPE: ajete | Linguist: ajete
BPE: u ata | Linguist: u ata
BPE: yna | Linguist: yna
BPE: jepe | Linguist: jepe
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: pẽ | Linguist: pẽ
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: pẽ | Linguist: pẽ
BPE: u tʃe | Linguist: u tʃe
BPE: yna | Linguist: yna
BPE: pe tʃe | Linguist: pe tʃe
BPE: ure | Linguist: ure
BPE: dydy | Linguist: dydy
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: reʔe | Linguist: reʔe
BPE: dydy | Linguist: dydy
BPE: te | Linguist: te
BPE: he | Linguist: he
BPE: jepe | Linguist: jepe
BPE: dydy | Linguist: dydy
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: ne | Linguist: ne
BPE: me | Linguist: me
BPE: he | Linguist: he
BPE: tapyʔy | Linguist: tapyʔy
BPE: me | Linguist: me
BPE: ne | Linguist: ne
BPE: a ka | Linguist: a ka
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: reʔe | Linguist: reʔe
BPE: a ka | Linguist: a ka
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: ĩ | Linguist: ĩ
BPE: reʔe | Linguist: reʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: kumeʔe | Linguist: kumeʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: a he | Linguist: a he
BPE: te | Linguist: te
BPE: he | Linguist: he
BPE: nu | Linguist: nu
BPE: e ru | Linguist: e ru
BPE: tʃĩ | Linguist: tʃĩ
BPE: tʃĩ | Linguist: tʃĩ
BPE: ku | Linguist: ku
BPE: tʃĩ | Linguist: tʃĩ
BPE: ku | Linguist: ku
BPE: ka | Linguist: ka
BPE: tʃĩ | Linguist: tʃĩ
BPE: pa | Linguist: pa
BPE: he | Linguist: he
BPE: tʃĩ | Linguist: tʃĩ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: te karu | Linguist: te karu
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: pe ju | Linguist: pe ju
BPE: ta | Linguist: ta
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: uru ju | Linguist: uru ju
BPE: ta | Linguist: ta
BPE: he | Linguist: he
BPE: jepe | Linguist: jepe
BPE: he | Linguist: he
BPE: ta | Linguist: ta
BPE: myde | Linguist: myde
BPE: ta | Linguist: ta
BPE: pẽ | Linguist: pẽ
BPE: ta | Linguist: ta
BPE: pane | Linguist: pane
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: arapuha | Linguist: arapuha
BPE: aʔy | Linguist: aʔy
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: pane | Linguist: pane
BPE: aʔy | Linguist: aʔy
BPE: u nupĩ | Linguist: u nupĩ
BPE: pane | Linguist: pane
BPE: ku | Linguist: ku
BPE: pane | Linguist: pane
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: reʔe | Linguist: reʔe
BPE: ere tʃe | Linguist: ere tʃe
BPE: pane | Linguist: pane
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: reʔe | Linguist: reʔe
BPE: e ha | Linguist: e ha
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: myde | Linguist: myde
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: pe ha | Linguist: pe ha
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: nu | Linguist: nu
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ka | Linguist: ka
BPE: nu | Linguist: nu
BPE: uru ʔu | Linguist: uru ʔu
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: nu | Linguist: nu
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ere jy pi nupĩ | Linguist: ere jy pi nupĩ
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: e ha | Linguist: e ha
BPE: hetete | Linguist: hetete
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: hetete | Linguist: hetete
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: pe nupĩ | Linguist: pe nupĩ
BPE: hetete | Linguist: hetete
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: hetete | Linguist: hetete
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: hetete | Linguist: hetete
BPE: ja | Linguist: ja
BPE: ne | Linguist: ne
BPE: e ata | Linguist: e ata
BPE: hetete | Linguist: hetete
BPE: a nupĩ | Linguist: a nupĩ
BPE: hetete | Linguist: hetete
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: hetete | Linguist: hetete
BPE: ure | Linguist: ure
BPE: hetete | Linguist: hetete
BPE: imi | Linguist: imi
BPE: kumete | Linguist: kumete
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: retemeʔe | Linguist: retemeʔe
BPE: ure | Linguist: ure
BPE: tʃi | Linguist: tʃi
BPE: retemeʔe | Linguist: retemeʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: ∅ ʔu | Linguist: ∅ ʔu
BPE: retemeʔe | Linguist: retemeʔe
BPE: ure | Linguist: ure
BPE: ∅ ʔu | Linguist: ∅ ʔu
BPE: retemeʔe | Linguist: retemeʔe
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: he | Linguist: he
BPE: pawẽ | Linguist: pawẽ
BPE: hetĩ | Linguist: hetĩ
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: kumete | Linguist: kumete
BPE: yna | Linguist: yna
BPE: yna | Linguist: yna
BPE: he | Linguist: he
BPE: yna | Linguist: yna
BPE: he | Linguist: he
BPE: yna | Linguist: yna
BPE: y | Linguist: y
BPE: yna | Linguist: yna
BPE: y | Linguist: y
BPE: ja | Linguist: ja
BPE: pa | Linguist: pa
BPE: reʔe | Linguist: reʔe
BPE: ja | Linguist: ja
BPE: ku | Linguist: ku
BPE: reʔe | Linguist: reʔe
BPE: pa | Linguist: pa
BPE: reʔe | Linguist: reʔe
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: ∅ pi | Linguist: ∅ pi
BPE: he | Linguist: he
BPE: ∅ atʃĩ | Linguist: ∅ atʃĩ
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: pẽ | Linguist: pẽ
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: a etʃa | Linguist: a etʃa
BPE: wĩ | Linguist: wĩ
BPE: ja | Linguist: ja
BPE: a ka | Linguist: a ka
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: me | Linguist: me
