BPE: lol i | Linguist: lol i
BPE: heⁿše | Linguist: heⁿše
BPE: iʎ o | Linguist: iʎ o
BPE: mo | Linguist: mo
BPE: me | Linguist: me
BPE: mo | Linguist: mo
BPE: c’alid o | Linguist: c’alid o
BPE: me | Linguist: me
BPE: c’alid o | Linguist: c’alid o
BPE: mo | Linguist: mo
BPE: me | Linguist: me
BPE: mo | Linguist: mo
BPE: dubul | Linguist: dubul
BPE: dubul | Linguist: dubul
BPE: žu | Linguist: žu
BPE: himon | Linguist: himon
BPE: dubul | Linguist: dubul
BPE: do | Linguist: do
BPE: dubul | Linguist: dubul
BPE: do | Linguist: do
BPE: dubul | Linguist: dubul
BPE: do | Linguist: do
BPE: dubul | Linguist: dubul
BPE: do | Linguist: do
BPE: dubul | Linguist: dubul
BPE: me | Linguist: me
BPE: me | Linguist: me
BPE: dilʲ | Linguist: dilʲ
BPE: isul | Linguist: isul
BPE: heⁿše | Linguist: heⁿše
BPE: ide l | Linguist: ide l
BPE: mo | Linguist: mo
BPE: ʎɨn | Linguist: ʎɨn
BPE: hobo | Linguist: hobo
BPE: ílʲo | Linguist: ílʲo
BPE: hobo | Linguist: hobo
BPE: hobo | Linguist: hobo
BPE: xan še | Linguist: xan še
BPE: hobo | Linguist: hobo
BPE: de | Linguist: de
BPE: lac’a | Linguist: lac’a
BPE: hobo | Linguist: hobo
BPE: me | Linguist: me
BPE: hobo | Linguist: hobo
BPE: de | Linguist: de
BPE: ɣine | Linguist: ɣine
BPE: me | Linguist: me
BPE: hibo | Linguist: hibo
BPE: do | Linguist: do
BPE: bataxu | Linguist: bataxu
BPE: goli | Linguist: goli
BPE: dilʲ | Linguist: dilʲ
BPE: gobi | Linguist: gobi
BPE: dubul | Linguist: dubul
BPE: gollu | Linguist: gollu
BPE: diyo | Linguist: diyo
BPE: ise | Linguist: ise
BPE: do | Linguist: do
BPE: iso | Linguist: iso
BPE: ʎɨn | Linguist: ʎɨn
BPE: iʎ o | Linguist: iʎ o
BPE: xan i | Linguist: xan i
BPE: ʎɨn | Linguist: ʎɨn
BPE: užal | Linguist: užal
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: hobołe | Linguist: hobołe
BPE: lac’a | Linguist: lac’a
BPE: ʎɨn | Linguist: ʎɨn
BPE: hobo | Linguist: hobo
BPE: mo | Linguist: mo
BPE: hobo | Linguist: hobo
BPE: mo | Linguist: mo
BPE: mo | Linguist: mo
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: ʎun | Linguist: ʎun
BPE: iłe | Linguist: iłe
BPE: dubo | Linguist: dubo
BPE: dilʲ | Linguist: dilʲ
BPE: gobi | Linguist: gobi
BPE: ono ide l | Linguist: ono ide l
BPE: do | Linguist: do
BPE: hibo q’e | Linguist: hibo q’e
BPE: obu | Linguist: obu
BPE: hobože | Linguist: hobože
BPE: ʎɨn | Linguist: ʎɨn
BPE: hos so | Linguist: hos so
BPE: uže | Linguist: uže
BPE: žu | Linguist: žu
BPE: iłe | Linguist: iłe
BPE: ilʲó | Linguist: ilʲó
BPE: ħono | Linguist: ħono
BPE: mok’o | Linguist: mok’o
BPE: ono z | Linguist: ono z
BPE: židu | Linguist: židu
BPE: ise | Linguist: ise
BPE: xan la | Linguist: xan la
BPE: hibo | Linguist: hibo
BPE: do | Linguist: do
BPE: kad | Linguist: kad
BPE: dow | Linguist: dow
BPE: dow | Linguist: dow
BPE: ʎɨn | Linguist: ʎɨn
BPE: boc’ i | Linguist: boc’ i
BPE: huniža | Linguist: huniža
BPE: heⁿše | Linguist: heⁿše
BPE: ise | Linguist: ise
BPE: iłes | Linguist: iłes
BPE: tuq un | Linguist: tuq un
BPE: hos | Linguist: hos
BPE: boc’o | Linguist: boc’o
BPE: kandu qo | Linguist: kandu qo
BPE: hos | Linguist: hos
BPE: ze | Linguist: ze
BPE: hos | Linguist: hos
BPE: ħono | Linguist: ħono
BPE: de | Linguist: de
BPE: me | Linguist: me
BPE: ħono | Linguist: ħono
BPE: huniža | Linguist: huniža
BPE: n uq un | Linguist: n uq un
BPE: ono | Linguist: ono
BPE: goli | Linguist: goli
BPE: hed | Linguist: hed
BPE: diyo | Linguist: diyo
BPE: kad | Linguist: kad
BPE: mok’o | Linguist: mok’o
BPE: mok’o | Linguist: mok’o
BPE: ide zi | Linguist: ide zi
BPE: žik’o | Linguist: žik’o
BPE: goli | Linguist: goli
BPE: quno | Linguist: quno
BPE: žik’o | Linguist: žik’o
BPE: quno | Linguist: quno
BPE: žik’o | Linguist: žik’o
BPE: idu | Linguist: idu
BPE: ide l | Linguist: ide l
BPE: idu | Linguist: idu
BPE: hos | Linguist: hos
BPE: hobože | Linguist: hobože
BPE: idu | Linguist: idu
BPE: iłes | Linguist: iłes
BPE: iłes | Linguist: iłes
BPE: kad | Linguist: kad
BPE: kad | Linguist: kad
BPE: me | Linguist: me
BPE: hed | Linguist: hed
BPE: me | Linguist: me
BPE: hobože | Linguist: hobože
BPE: šiʎ’u | Linguist: šiʎ’u
BPE: iso | Linguist: iso
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: žik’o | Linguist: žik’o
BPE: gobi | Linguist: gobi
BPE: me | Linguist: me
BPE: do | Linguist: do
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎun | Linguist: ʎun
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: uže | Linguist: uže
BPE: goli | Linguist: goli
BPE: isulo | Linguist: isulo
BPE: ħalt’i | Linguist: ħalt’i
BPE: isulo | Linguist: isulo
BPE: ɣiná | Linguist: ɣiná
BPE: ħalt’i | Linguist: ħalt’i
BPE: de | Linguist: de
BPE: os | Linguist: os
BPE: de | Linguist: de
BPE: os | Linguist: os
BPE: dubul | Linguist: dubul
BPE: de | Linguist: de
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: xabar | Linguist: xabar
BPE: xabar | Linguist: xabar
BPE: de | Linguist: de
BPE: iłel | Linguist: iłel
BPE: os | Linguist: os
BPE: de | Linguist: de
BPE: os | Linguist: os
BPE: de | Linguist: de
BPE: os | Linguist: os
BPE: dilʲ | Linguist: dilʲ
BPE: ɨs | Linguist: ɨs
BPE: dilʲ | Linguist: dilʲ
BPE: žu | Linguist: žu
BPE: goli | Linguist: goli
BPE: heč’č’e | Linguist: heč’č’e
BPE: goli | Linguist: goli
BPE: heč’č’e | Linguist: heč’č’e
BPE: goli | Linguist: goli
BPE: heč’č’e | Linguist: heč’č’e
BPE: goli | Linguist: goli
BPE: ħalt’i | Linguist: ħalt’i
BPE: goli | Linguist: goli
BPE: idu | Linguist: idu
BPE: kad | Linguist: kad
BPE: os | Linguist: os
BPE: isx i | Linguist: isx i
BPE: žik’o | Linguist: žik’o
BPE: dubo | Linguist: dubo
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: ɨs | Linguist: ɨs
BPE: dubo | Linguist: dubo
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: ɨs | Linguist: ɨs
BPE: goli | Linguist: goli
BPE: dilʲlʲo | Linguist: dilʲlʲo
BPE: hos so | Linguist: hos so
BPE: zihe | Linguist: zihe
BPE: had i | Linguist: had i
BPE: hos so | Linguist: hos so
BPE: kad | Linguist: kad
BPE: mok’o ʎ’o | Linguist: mok’o ʎ’o
BPE: mok’o ʎ’o | Linguist: mok’o ʎ’o
BPE: mok’o ʎ’o | Linguist: mok’o ʎ’o
BPE: mok’o ʎ’o | Linguist: mok’o ʎ’o
BPE: užá | Linguist: užá
BPE: mok’o ʎ’o | Linguist: mok’o ʎ’o
BPE: ħalt’i | Linguist: ħalt’i
BPE: ħalt’i | Linguist: ħalt’i
BPE: iʎ a | Linguist: iʎ a
BPE: dilʲ | Linguist: dilʲ
BPE: heⁿše | Linguist: heⁿše
BPE: idu | Linguist: idu
BPE: kad | Linguist: kad
BPE: hadam | Linguist: hadam
BPE: goli | Linguist: goli
BPE: hadam | Linguist: hadam
BPE: goli | Linguist: goli
BPE: obu | Linguist: obu
BPE: kaɣat | Linguist: kaɣat
BPE: uža s | Linguist: uža s
BPE: idu | Linguist: idu
BPE: uže | Linguist: uže
BPE: c’aq’ | Linguist: c’aq’
BPE: c’aq’ | Linguist: c’aq’
BPE: idu | Linguist: idu
BPE: žu | Linguist: žu
BPE: c’aq’ | Linguist: c’aq’
BPE: goli | Linguist: goli
BPE: žu | Linguist: žu
BPE: c’aq’ | Linguist: c’aq’
BPE: goli | Linguist: goli
BPE: iso | Linguist: iso
BPE: obu | Linguist: obu
BPE: idu | Linguist: idu
BPE: xabar | Linguist: xabar
BPE: goli | Linguist: goli
BPE: c’aq’ | Linguist: c’aq’
BPE: kad | Linguist: kad
BPE: goli | Linguist: goli
BPE: žequł | Linguist: žequł
BPE: hobołe | Linguist: hobołe
BPE: iso | Linguist: iso
BPE: ono | Linguist: ono
BPE: do | Linguist: do
BPE: diyo | Linguist: diyo
BPE: šiʎ’u | Linguist: šiʎ’u
BPE: gobi | Linguist: gobi
BPE: hos | Linguist: hos
BPE: goli | Linguist: goli
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: kul un | Linguist: kul un
BPE: hobože | Linguist: hobože
BPE: do | Linguist: do
BPE: uže | Linguist: uže
BPE: hadam | Linguist: hadam
BPE: heč’č’e | Linguist: heč’č’e
BPE: idu | Linguist: idu
BPE: gul un | Linguist: gul un
BPE: ise | Linguist: ise
BPE: užá | Linguist: užá
BPE: idu | Linguist: idu
BPE: izzu | Linguist: izzu
BPE: žu | Linguist: žu
BPE: boc’o | Linguist: boc’o
BPE: huⁿ za | Linguist: huⁿ za
BPE: mok’o | Linguist: mok’o
BPE: ono | Linguist: ono
BPE: iłes | Linguist: iłes
BPE: xabar | Linguist: xabar
BPE: užal | Linguist: užal
BPE: keč’i | Linguist: keč’i
BPE: tuq i | Linguist: tuq i
BPE: žu | Linguist: žu
BPE: do | Linguist: do
BPE: diqo | Linguist: diqo
BPE: zihe | Linguist: zihe
BPE: užá | Linguist: užá
BPE: zihe | Linguist: zihe
BPE: užaqa | Linguist: užaqa
BPE: zihe | Linguist: zihe
BPE: hadam | Linguist: hadam
BPE: diqo | Linguist: diqo
BPE: bataxu | Linguist: bataxu
BPE: hada | Linguist: hada
BPE: iʎ dow | Linguist: iʎ dow
BPE: ise | Linguist: ise
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: uža ba | Linguist: uža ba
BPE: uža ba | Linguist: uža ba
BPE: uža s | Linguist: uža s
BPE: ilʲó | Linguist: ilʲó
BPE: ya | Linguist: ya
BPE: kad | Linguist: kad
BPE: ya | Linguist: ya
BPE: uže | Linguist: uže
BPE: ya | Linguist: ya
BPE: goli | Linguist: goli
BPE: ya | Linguist: ya
BPE: goli | Linguist: goli
BPE: ya | Linguist: ya
BPE: ya | Linguist: ya
BPE: žequł | Linguist: žequł
BPE: bataxu | Linguist: bataxu
BPE: užá | Linguist: užá
BPE: žequł | Linguist: žequł
BPE: ya | Linguist: ya
BPE: ya | Linguist: ya
BPE: keč’i | Linguist: keč’i
BPE: hada | Linguist: hada
BPE: užá | Linguist: užá
BPE: lol o | Linguist: lol o
BPE: de | Linguist: de
BPE: uč in | Linguist: uč in
BPE: užá | Linguist: užá
BPE: zor un | Linguist: zor un
BPE: zo ya | Linguist: zo ya
BPE: ono | Linguist: ono
BPE: ono | Linguist: ono
BPE: ono | Linguist: ono
BPE: žu | Linguist: žu
BPE: kad | Linguist: kad
BPE: huniža | Linguist: huniža
BPE: huniža | Linguist: huniža
BPE: do | Linguist: do
BPE: dilʲ | Linguist: dilʲ
BPE: do | Linguist: do
BPE: dilʲ | Linguist: dilʲ
BPE: kad | Linguist: kad
BPE: uže | Linguist: uže
BPE: di ʎ’o | Linguist: di ʎ’o
BPE: idu | Linguist: idu
BPE: obu | Linguist: obu
BPE: eⁿdu | Linguist: eⁿdu
BPE: gobi | Linguist: gobi
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: hobołe | Linguist: hobołe
BPE: ʎɨn | Linguist: ʎɨn
BPE: žoho | Linguist: žoho
BPE: idu | Linguist: idu
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: ze | Linguist: ze
BPE: ilʲó | Linguist: ilʲó
BPE: gollu | Linguist: gollu
BPE: ɣine | Linguist: ɣine
BPE: hed | Linguist: hed
BPE: ʎɨn | Linguist: ʎɨn
BPE: hed | Linguist: hed
BPE: n uq i | Linguist: n uq i
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: iłe | Linguist: iłe
BPE: ise | Linguist: ise
BPE: goli | Linguist: goli
BPE: hed | Linguist: hed
BPE: ise | Linguist: ise
BPE: hos | Linguist: hos
BPE: eⁿš | Linguist: eⁿš
BPE: eⁿš | Linguist: eⁿš
BPE: hic in | Linguist: hic in
BPE: užá | Linguist: užá
BPE: iʎ bič | Linguist: iʎ bič
BPE: goli | Linguist: goli
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: hobože | Linguist: hobože
BPE: isul | Linguist: isul
BPE: dubul | Linguist: dubul
BPE: iłel | Linguist: iłel
BPE: himon | Linguist: himon
BPE: ise | Linguist: ise
BPE: isul | Linguist: isul
BPE: soyro | Linguist: soyro
BPE: žu | Linguist: žu
BPE: hic in | Linguist: hic in
BPE: žu | Linguist: žu
BPE: idu | Linguist: idu
BPE: himon | Linguist: himon
BPE: užal | Linguist: užal
BPE: q’ala | Linguist: q’ala
BPE: dubul | Linguist: dubul
BPE: gul še | Linguist: gul še
BPE: ʎɨn | Linguist: ʎɨn
BPE: hos | Linguist: hos
BPE: eⁿš | Linguist: eⁿš
BPE: dilʲ | Linguist: dilʲ
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: diyo | Linguist: diyo
BPE: me | Linguist: me
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: zor i | Linguist: zor i
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: ise | Linguist: ise
BPE: nartaw i | Linguist: nartaw i
BPE: hos t’a | Linguist: hos t’a
BPE: ise | Linguist: ise
BPE: nartaw ba | Linguist: nartaw ba
BPE: hed | Linguist: hed
BPE: žu | Linguist: žu
BPE: hobože | Linguist: hobože
BPE: ise | Linguist: ise
BPE: nartaw i | Linguist: nartaw i
BPE: isulo | Linguist: isulo
BPE: žu | Linguist: žu
BPE: iłe | Linguist: iłe
BPE: užaqa | Linguist: užaqa
BPE: os | Linguist: os
BPE: ɣine | Linguist: ɣine
BPE: ɣiná | Linguist: ɣiná
BPE: ɣiná | Linguist: ɣiná
BPE: šiʎ’u | Linguist: šiʎ’u
BPE: heⁿše | Linguist: heⁿše
BPE: do | Linguist: do
BPE: xabar | Linguist: xabar
BPE: hobože | Linguist: hobože
BPE: ílʲo | Linguist: ílʲo
BPE: goli | Linguist: goli
BPE: užá | Linguist: užá
BPE: bataxu | Linguist: bataxu
BPE: lol i | Linguist: lol i
BPE: lol i | Linguist: lol i
BPE: huniža | Linguist: huniža
BPE: ise | Linguist: ise
BPE: kul še | Linguist: kul še
BPE: užá | Linguist: užá
BPE: kul še | Linguist: kul še
BPE: heⁿše | Linguist: heⁿše
BPE: hed | Linguist: hed
BPE: liʎ | Linguist: liʎ
BPE: lol o | Linguist: lol o
BPE: ʎɨn | Linguist: ʎɨn
BPE: iʎ a | Linguist: iʎ a
BPE: iłes | Linguist: iłes
BPE: q’ala | Linguist: q’ala
BPE: iłes | Linguist: iłes
BPE: q’ala | Linguist: q’ala
BPE: idu | Linguist: idu
BPE: obu | Linguist: obu
BPE: nartaw i | Linguist: nartaw i
BPE: iłes | Linguist: iłes
BPE: q’ala | Linguist: q’ala
BPE: užá | Linguist: užá
BPE: kaɣat | Linguist: kaɣat
BPE: kaɣat | Linguist: kaɣat
BPE: kaɣat | Linguist: kaɣat
BPE: himon | Linguist: himon
BPE: isul | Linguist: isul
BPE: gollu | Linguist: gollu
BPE: himon un | Linguist: himon un
BPE: boc’ i | Linguist: boc’ i
BPE: lol i | Linguist: lol i
BPE: os | Linguist: os
BPE: os | Linguist: os
BPE: diqo | Linguist: diqo
BPE: os | Linguist: os
BPE: lol a | Linguist: lol a
BPE: ise | Linguist: ise
BPE: q’ala | Linguist: q’ala
BPE: uže | Linguist: uže
BPE: ise | Linguist: ise
BPE: heⁿše | Linguist: heⁿše
BPE: xabar | Linguist: xabar
BPE: uže | Linguist: uže
BPE: heⁿše | Linguist: heⁿše
BPE: liʎ | Linguist: liʎ
BPE: os | Linguist: os
BPE: ise | Linguist: ise
BPE: keč’i | Linguist: keč’i
BPE: ise | Linguist: ise
BPE: q’ala | Linguist: q’ala
BPE: užaqa | Linguist: užaqa
BPE: keč’i | Linguist: keč’i
BPE: ise | Linguist: ise
BPE: q’ala | Linguist: q’ala
BPE: q’ala | Linguist: q’ala
BPE: ise | Linguist: ise
BPE: hada | Linguist: hada
BPE: ise | Linguist: ise
BPE: os | Linguist: os
BPE: heⁿše | Linguist: heⁿše
BPE: heⁿše | Linguist: heⁿše
BPE: kad | Linguist: kad
BPE: eⁿdu | Linguist: eⁿdu
BPE: goli | Linguist: goli
BPE: uže | Linguist: uže
BPE: guc’ un | Linguist: guc’ un
BPE: kad | Linguist: kad
BPE: užá | Linguist: užá
BPE: užá | Linguist: užá
BPE: uža s | Linguist: uža s
BPE: uže | Linguist: uže
BPE: eⁿdu | Linguist: eⁿdu
BPE: goli | Linguist: goli
BPE: uža s | Linguist: uža s
BPE: uže | Linguist: uže
BPE: eⁿdu | Linguist: eⁿdu
BPE: ise | Linguist: ise
BPE: ɣine | Linguist: ɣine
BPE: ɣine | Linguist: ɣine
BPE: ílʲo | Linguist: ílʲo
BPE: ɣono ł ɣul | Linguist: ɣono ł ɣul
BPE: ílʲo | Linguist: ílʲo
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: gollu | Linguist: gollu
BPE: goli | Linguist: goli
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: goli | Linguist: goli
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: gollu | Linguist: gollu
BPE: goli | Linguist: goli
BPE: dilʲ | Linguist: dilʲ
BPE: dilʲ | Linguist: dilʲ
BPE: c’aq’ | Linguist: c’aq’
BPE: goli | Linguist: goli
BPE: łuq un | Linguist: łuq un
BPE: do | Linguist: do
BPE: łuq un | Linguist: łuq un
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: heⁿše | Linguist: heⁿše
BPE: žik’o | Linguist: žik’o
BPE: heⁿše | Linguist: heⁿše
BPE: žik’o | Linguist: žik’o
BPE: os | Linguist: os
BPE: uže | Linguist: uže
BPE: hibo | Linguist: hibo
BPE: himon | Linguist: himon
BPE: łu | Linguist: łu
BPE: himon | Linguist: himon
BPE: c’alid о̄y | Linguist: c’alid о̄y
BPE: himon | Linguist: himon
BPE: mok’o | Linguist: mok’o
BPE: žik’o | Linguist: žik’o
BPE: ø ak un | Linguist: ø ak un
BPE: dilʲ | Linguist: dilʲ
BPE: do | Linguist: do
BPE: eⁿdu | Linguist: eⁿdu
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: ʎɨn | Linguist: ʎɨn
BPE: di l | Linguist: di l
BPE: ise | Linguist: ise
BPE: heⁿše | Linguist: heⁿše
BPE: obu | Linguist: obu
BPE: užá | Linguist: užá
BPE: goli | Linguist: goli
BPE: ɣode | Linguist: ɣode
BPE: ílʲo | Linguist: ílʲo
BPE: ʎɨn | Linguist: ʎɨn
BPE: goli | Linguist: goli
BPE: diqo | Linguist: diqo
BPE: heⁿše | Linguist: heⁿše
BPE: zor lo | Linguist: zor lo
BPE: zor ɨs | Linguist: zor ɨs
BPE: diqo | Linguist: diqo
BPE: ʎun | Linguist: ʎun
BPE: žequł | Linguist: žequł
BPE: dilʲ | Linguist: dilʲ
BPE: heč’č’e | Linguist: heč’č’e
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: goli | Linguist: goli
BPE: de | Linguist: de
BPE: žu | Linguist: žu
BPE: ílʲo | Linguist: ílʲo
BPE: ɣode | Linguist: ɣode
BPE: ɣono ł ɣul | Linguist: ɣono ł ɣul
BPE: obu | Linguist: obu
BPE: is a | Linguist: is a
BPE: kad | Linguist: kad
BPE: ħalt’i | Linguist: ħalt’i
BPE: dilʲ | Linguist: dilʲ
BPE: do | Linguist: do
BPE: y eq nu | Linguist: y eq nu
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: žik’o | Linguist: žik’o
BPE: tuq aʎa | Linguist: tuq aʎa
BPE: užal | Linguist: užal
BPE: idu | Linguist: idu
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: keč’i | Linguist: keč’i
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: keč’i | Linguist: keč’i
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: keč’i | Linguist: keč’i
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: keč’i | Linguist: keč’i
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: keč’i | Linguist: keč’i
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: keč’i | Linguist: keč’i
BPE: ʎɨn | Linguist: ʎɨn
BPE: hada | Linguist: hada
BPE: ɣiná | Linguist: ɣiná
BPE: kul i | Linguist: kul i
BPE: do | Linguist: do
BPE: is i | Linguist: is i
BPE: žu | Linguist: žu
BPE: de | Linguist: de
BPE: užá | Linguist: užá
BPE: ho | Linguist: ho
BPE: ise | Linguist: ise
BPE: xabar | Linguist: xabar
BPE: ise | Linguist: ise
BPE: ɣine | Linguist: ɣine
BPE: de | Linguist: de
BPE: xabar | Linguist: xabar
BPE: de | Linguist: de
BPE: o | Linguist: o
BPE: žu | Linguist: žu
BPE: gobi | Linguist: gobi
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: q’ala | Linguist: q’ala
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: q’ala | Linguist: q’ala
BPE: de | Linguist: de
BPE: dubul | Linguist: dubul
BPE: iʎ še | Linguist: iʎ še
BPE: do | Linguist: do
BPE: gobi | Linguist: gobi
BPE: ʎɨn | Linguist: ʎɨn
BPE: diyo | Linguist: diyo
BPE: hibo | Linguist: hibo
BPE: idu | Linguist: idu
BPE: ʎun | Linguist: ʎun
BPE: iłe | Linguist: iłe
BPE: užá | Linguist: užá
BPE: isul | Linguist: isul
BPE: hos | Linguist: hos
BPE: kad | Linguist: kad
BPE: ʎɨn | Linguist: ʎɨn
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: q’ala | Linguist: q’ala
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: ʎun | Linguist: ʎun
BPE: de | Linguist: de
BPE: zor i | Linguist: zor i
BPE: mo | Linguist: mo
BPE: os | Linguist: os
BPE: gollu | Linguist: gollu
BPE: dilʲ | Linguist: dilʲ
BPE: de | Linguist: de
BPE: kaɣat | Linguist: kaɣat
BPE: zihe | Linguist: zihe
BPE: zihe | Linguist: zihe
BPE: zihe | Linguist: zihe
BPE: uža ba | Linguist: uža ba
BPE: uža ba | Linguist: uža ba
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: łuq i | Linguist: łuq i
BPE: ise | Linguist: ise
BPE: kaɣat | Linguist: kaɣat
BPE: žu | Linguist: žu
BPE: ise | Linguist: ise
BPE: diyo | Linguist: diyo
BPE: ise | Linguist: ise
BPE: ise | Linguist: ise
BPE: uže | Linguist: uže
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: ø iž nu ʎ’o | Linguist: ø iž nu ʎ’o
BPE: de | Linguist: de
BPE: uže | Linguist: uže
BPE: ɣode | Linguist: ɣode
BPE: goli | Linguist: goli
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: žik’o | Linguist: žik’o
BPE: ʎɨn | Linguist: ʎɨn
BPE: žu | Linguist: žu
BPE: žik’o | Linguist: žik’o
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: užá | Linguist: užá
BPE: žequł | Linguist: žequł
BPE: zihe | Linguist: zihe
BPE: gollu | Linguist: gollu
BPE: zihe | Linguist: zihe
BPE: dilʲ | Linguist: dilʲ
BPE: žik’o | Linguist: žik’o
BPE: žu | Linguist: žu
BPE: huⁿne n | Linguist: huⁿne n
BPE: idu | Linguist: idu
BPE: ze | Linguist: ze
BPE: idu | Linguist: idu
BPE: žoho | Linguist: žoho
BPE: hos | Linguist: hos
BPE: ħono | Linguist: ħono
BPE: dilʲ | Linguist: dilʲ
BPE: ʎɨn | Linguist: ʎɨn
BPE: liʎ | Linguist: liʎ
BPE: žu | Linguist: žu
BPE: izzu | Linguist: izzu
BPE: eⁿdu q’a | Linguist: eⁿdu q’a
BPE: un bič | Linguist: un bič
BPE: izzu | Linguist: izzu
BPE: eⁿdu q’a | Linguist: eⁿdu q’a
BPE: iso | Linguist: iso
BPE: ono | Linguist: ono
BPE: eⁿdu | Linguist: eⁿdu
BPE: žoho n | Linguist: žoho n
BPE: guc’ un | Linguist: guc’ un
BPE: žu | Linguist: žu
BPE: izzu | Linguist: izzu
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: ide ɣul | Linguist: ide ɣul
BPE: idu | Linguist: idu
BPE: ise | Linguist: ise
BPE: ilʲó | Linguist: ilʲó
BPE: idu | Linguist: idu
BPE: ɣono ł ɣul | Linguist: ɣono ł ɣul
BPE: žoho | Linguist: žoho
BPE: gollu | Linguist: gollu
BPE: guc’ ač | Linguist: guc’ ač
BPE: guc’ bič | Linguist: guc’ bič
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: iłe | Linguist: iłe
BPE: šiʎ’u | Linguist: šiʎ’u
BPE: ise | Linguist: ise
BPE: žequł | Linguist: žequł
BPE: ʎɨn | Linguist: ʎɨn
BPE: kul un | Linguist: kul un
BPE: idu | Linguist: idu
BPE: židu | Linguist: židu
BPE: ħono č | Linguist: ħono č
BPE: ło | Linguist: ło
BPE: ħalt’i | Linguist: ħalt’i
BPE: kul a | Linguist: kul a
BPE: idu | Linguist: idu
BPE: idu | Linguist: idu
BPE: uže | Linguist: uže
BPE: nartaw la | Linguist: nartaw la
BPE: idu | Linguist: idu
BPE: isul | Linguist: isul
BPE: uže | Linguist: uže
BPE: žu | Linguist: žu
BPE: ise | Linguist: ise
BPE: ħono | Linguist: ħono
BPE: eⁿš | Linguist: eⁿš
BPE: kad | Linguist: kad
BPE: kad | Linguist: kad
BPE: de | Linguist: de
BPE: zihe | Linguist: zihe
BPE: ise | Linguist: ise
BPE: ħono č | Linguist: ħono č
BPE: ise | Linguist: ise
BPE: gul un | Linguist: gul un
BPE: žu | Linguist: žu
BPE: kad | Linguist: kad
BPE: do | Linguist: do
BPE: ʎɨn | Linguist: ʎɨn
BPE: žu | Linguist: žu
BPE: goli | Linguist: goli
BPE: hos | Linguist: hos
BPE: hos | Linguist: hos
