BPE: kartoška | Linguist: kartoška
BPE: allahisuqo | Linguist: allahisuqo
BPE: dogu | Linguist: dogu
BPE: žužaħiłil | Linguist: žužaħiłil
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: ise | Linguist: ise
BPE: obu | Linguist: obu
BPE: žu | Linguist: žu
BPE: užá | Linguist: užá
BPE: burku | Linguist: burku
BPE: ʎunʎ’oz | Linguist: ʎunʎ’oz
BPE: žilʲlʲoɣul | Linguist: žilʲlʲoɣul
BPE: ɣode | Linguist: ɣode
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: do | Linguist: do
BPE: lac’a | Linguist: lac’a
BPE: hˤamˤaˤe | Linguist: hˤamˤaˤe
BPE: žoholi | Linguist: žoholi
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: zihe | Linguist: zihe
BPE: us | Linguist: us
BPE: goli | Linguist: goli
BPE: maršrutka | Linguist: maršrutka
BPE: žoholi | Linguist: žoholi
BPE: žu | Linguist: žu
BPE: ħalt’i | Linguist: ħalt’i
BPE: goli | Linguist: goli
BPE: žu | Linguist: žu
BPE: ħalt’i | Linguist: ħalt’i
BPE: ʎɨn | Linguist: ʎɨn
BPE: goli | Linguist: goli
BPE: žu | Linguist: žu
BPE: ise | Linguist: ise
BPE: os | Linguist: os
BPE: ise | Linguist: ise
BPE: soyro | Linguist: soyro
BPE: os | Linguist: os
BPE: išu | Linguist: išu
BPE: ʎar | Linguist: ʎar
BPE: ilʲlʲo | Linguist: ilʲlʲo
BPE: kici | Linguist: kici
BPE: iyes | Linguist: iyes
BPE: azar | Linguist: azar
BPE: himon | Linguist: himon
BPE: guwel | Linguist: guwel
BPE: iłe | Linguist: iłe
BPE: ilʲó | Linguist: ilʲó
BPE: abaxar | Linguist: abaxar
BPE: ʎibaʎ’a | Linguist: ʎibaʎ’a
BPE: ʎib | Linguist: ʎib
BPE: q’ala | Linguist: q’ala
BPE: hed | Linguist: hed
BPE: žide | Linguist: žide
BPE: iyeʎ | Linguist: iyeʎ
BPE: mižó | Linguist: mižó
BPE: kandaba | Linguist: kandaba
BPE: ilʲo | Linguist: ilʲo
BPE: kandaba | Linguist: kandaba
BPE: mižó | Linguist: mižó
BPE: uže | Linguist: uže
BPE: ɣiná | Linguist: ɣiná
BPE: idu | Linguist: idu
BPE: mo | Linguist: mo
BPE: ono | Linguist: ono
BPE: de | Linguist: de
BPE: indu | Linguist: indu
BPE: ʎib | Linguist: ʎib
BPE: gobi | Linguist: gobi
BPE: goli | Linguist: goli
BPE: ilʲo | Linguist: ilʲo
BPE: goli | Linguist: goli
BPE: hobože | Linguist: hobože
BPE: hed | Linguist: hed
BPE: ħono | Linguist: ħono
BPE: ɣodo | Linguist: ɣodo
BPE: gobi | Linguist: gobi
BPE: ʎɨn | Linguist: ʎɨn
BPE: žu | Linguist: žu
BPE: goli | Linguist: goli
BPE: ilʲó | Linguist: ilʲó
BPE: kandaba | Linguist: kandaba
BPE: ono | Linguist: ono
BPE: žilʲlʲo | Linguist: žilʲlʲo
BPE: ɣinaza | Linguist: ɣinaza
BPE: idu | Linguist: idu
BPE: baydan | Linguist: baydan
BPE: ʎibaha | Linguist: ʎibaha
BPE: xgn | Linguist: xgn
BPE: užal | Linguist: užal
BPE: liʎ | Linguist: liʎ
BPE: užal | Linguist: užal
BPE: liʎ | Linguist: liʎ
BPE: užal | Linguist: užal
BPE: liʎ | Linguist: liʎ
BPE: užal | Linguist: užal
BPE: liʎ | Linguist: liʎ
BPE: huniža | Linguist: huniža
BPE: q’ala | Linguist: q’ala
BPE: huniža | Linguist: huniža
BPE: q’ala | Linguist: q’ala
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: užá | Linguist: užá
BPE: heⁿše | Linguist: heⁿše
BPE: užá | Linguist: užá
BPE: heⁿše | Linguist: heⁿše
BPE: užá | Linguist: užá
BPE: heⁿše | Linguist: heⁿše
BPE: č’ido | Linguist: č’ido
BPE: idu | Linguist: idu
BPE: kandaza | Linguist: kandaza
BPE: ʎɨn | Linguist: ʎɨn
BPE: hos | Linguist: hos
BPE: boc’o | Linguist: boc’o
BPE: dilʲ | Linguist: dilʲ
BPE: kad | Linguist: kad
BPE: c’aq’ | Linguist: c’aq’
BPE: goli | Linguist: goli
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: idu | Linguist: idu
BPE: iłe | Linguist: iłe
BPE: kad | Linguist: kad
BPE: žu | Linguist: žu
BPE: mo | Linguist: mo
BPE: gobi | Linguist: gobi
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: ħalt’i | Linguist: ħalt’i
BPE: gollu | Linguist: gollu
BPE: hadam | Linguist: hadam
BPE: goli | Linguist: goli
BPE: ħalt’i | Linguist: ħalt’i
BPE: gobiso | Linguist: gobiso
BPE: hadam | Linguist: hadam
BPE: goli | Linguist: goli
BPE: gollu | Linguist: gollu
BPE: hos | Linguist: hos
BPE: žik’o | Linguist: žik’o
BPE: goli | Linguist: goli
BPE: gollu | Linguist: gollu
BPE: ílʲo | Linguist: ílʲo
BPE: gollu | Linguist: gollu
BPE: uškul | Linguist: uškul
BPE: miq’e | Linguist: miq’e
BPE: goli | Linguist: goli
BPE: gollu | Linguist: gollu
BPE: kad | Linguist: kad
BPE: nartaw | Linguist: nartaw
BPE: idu | Linguist: idu
BPE: yaraɣi | Linguist: yaraɣi
BPE: gobič | Linguist: gobič
BPE: židu | Linguist: židu
BPE: gobič | Linguist: gobič
BPE: iton | Linguist: iton
BPE: bazar | Linguist: bazar
BPE: mok’o | Linguist: mok’o
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: goli | Linguist: goli
BPE: žoholi | Linguist: žoholi
BPE: iłel | Linguist: iłel
BPE: žu | Linguist: žu
BPE: uže | Linguist: uže
BPE: isuɣoɣul | Linguist: isuɣoɣul
BPE: inhod | Linguist: inhod
BPE: iso | Linguist: iso
BPE: keč’i | Linguist: keč’i
BPE: bažari | Linguist: bažari
BPE: goli | Linguist: goli
BPE: heresi | Linguist: heresi
BPE: iłeqo | Linguist: iłeqo
BPE: q’alal | Linguist: q’alal
BPE: tort | Linguist: tort
BPE: izzu | Linguist: izzu
BPE: ilʲlʲo | Linguist: ilʲlʲo
BPE: bertinoʎ’ol | Linguist: bertinoʎ’ol
BPE: ʎɨn | Linguist: ʎɨn
BPE: xazina | Linguist: xazina
BPE: žide | Linguist: žide
BPE: dilʲ | Linguist: dilʲ
BPE: ɣode | Linguist: ɣode
BPE: hˤamˤaˤeɣol | Linguist: hˤamˤaˤeɣol
BPE: xʷasar | Linguist: xʷasar
BPE: kducá | Linguist: kducá
BPE: iyо̄ʎ | Linguist: iyо̄ʎ
BPE: kanduqol | Linguist: kanduqol
BPE: me | Linguist: me
BPE: himon | Linguist: himon
BPE: goli | Linguist: goli
BPE: de | Linguist: de
BPE: dubul | Linguist: dubul
BPE: hibo | Linguist: hibo
BPE: himon | Linguist: himon
BPE: dubul | Linguist: dubul
BPE: ʎun | Linguist: ʎun
BPE: ɣode | Linguist: ɣode
BPE: ʎolʎ’o | Linguist: ʎolʎ’o
BPE: ílʲo | Linguist: ílʲo
BPE: ʎɨn | Linguist: ʎɨn
BPE: izze | Linguist: izze
BPE: ɣonołɣužaz | Linguist: ɣonołɣužaz
BPE: hobot’un | Linguist: hobot’un
BPE: reła | Linguist: reła
BPE: žu | Linguist: žu
BPE: o<y>nu | Linguist: o<y>nu
BPE: ɣine | Linguist: ɣine
BPE: dilʲ | Linguist: dilʲ
BPE: heč’č’e | Linguist: heč’č’e
BPE: himon | Linguist: himon
BPE: žu | Linguist: žu
BPE: diyo | Linguist: diyo
BPE: de | Linguist: de
BPE: iłes | Linguist: iłes
BPE: šiʎ’u | Linguist: šiʎ’u
BPE: do | Linguist: do
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: do | Linguist: do
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: žu | Linguist: žu
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: žu | Linguist: žu
BPE: ɣuɣu | Linguist: ɣuɣu
BPE: hed | Linguist: hed
BPE: uq’e | Linguist: uq’e
BPE: ʎib | Linguist: ʎib
BPE: čačanza | Linguist: čačanza
BPE: žilʲlʲo | Linguist: žilʲlʲo
BPE: hed | Linguist: hed
BPE: do | Linguist: do
BPE: ono | Linguist: ono
BPE: rayoncentriʎ’o | Linguist: rayoncentriʎ’o
BPE: ono | Linguist: ono
BPE: žu | Linguist: žu
BPE: ʎultan | Linguist: ʎultan
BPE: milicis | Linguist: milicis
BPE: do | Linguist: do
BPE: oⁿče | Linguist: oⁿče
BPE: qʷˤenequn | Linguist: qʷˤenequn
BPE: aʎał | Linguist: aʎał
BPE: hed | Linguist: hed
BPE: žu | Linguist: žu
BPE: hed | Linguist: hed
BPE: goli | Linguist: goli
BPE: mižuli | Linguist: mižuli
BPE: himon | Linguist: himon
BPE: ʎɨn | Linguist: ʎɨn
BPE: q’ˤʷine | Linguist: q’ˤʷine
BPE: aʎ | Linguist: aʎ
BPE: axirgi | Linguist: axirgi
BPE: dilʲi | Linguist: dilʲi
BPE: ʎɨn | Linguist: ʎɨn
BPE: ilʲe | Linguist: ilʲe
BPE: izzu | Linguist: izzu
BPE: izzu | Linguist: izzu
BPE: do | Linguist: do
BPE: hos | Linguist: hos
BPE: łiłuk’a | Linguist: łiłuk’a
BPE: a<w>se | Linguist: a<w>se
BPE: ħalli | Linguist: ħalli
BPE: ħukmu | Linguist: ħukmu
BPE: žequł | Linguist: žequł
BPE: do | Linguist: do
BPE: hoⁿq’oso | Linguist: hoⁿq’oso
BPE: c’aq’ | Linguist: c’aq’
BPE: haq’u | Linguist: haq’u
BPE: do | Linguist: do
BPE: hoⁿq’oso | Linguist: hoⁿq’oso
BPE: diyo | Linguist: diyo
BPE: lok’o | Linguist: lok’o
BPE: obu | Linguist: obu
BPE: užaqal | Linguist: užaqal
BPE: de | Linguist: de
BPE: dubqol | Linguist: dubqol
BPE: ʎɨn | Linguist: ʎɨn
BPE: q’ala | Linguist: q’ala
BPE: himon | Linguist: himon
BPE: žoho | Linguist: žoho
BPE: ʎɨn | Linguist: ʎɨn
BPE: idu | Linguist: idu
BPE: isuɣol | Linguist: isuɣol
BPE: hobołe | Linguist: hobołe
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: hed | Linguist: hed
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: mo | Linguist: mo
BPE: goli | Linguist: goli
BPE: hobołe | Linguist: hobołe
BPE: mok’oʎ’ol | Linguist: mok’oʎ’ol
BPE: mo | Linguist: mo
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: himon | Linguist: himon
BPE: goli | Linguist: goli
BPE: mo | Linguist: mo
BPE: goli | Linguist: goli
BPE: do | Linguist: do
BPE: hos | Linguist: hos
BPE: qarpuz | Linguist: qarpuz
BPE: žu | Linguist: žu
BPE: c’oxu | Linguist: c’oxu
BPE: atɣul | Linguist: atɣul
BPE: ílʲo | Linguist: ílʲo
BPE: ɣolʎ’o | Linguist: ɣolʎ’o
BPE: žu | Linguist: žu
BPE: isul | Linguist: isul
BPE: kakba | Linguist: kakba
BPE: ło | Linguist: ło
BPE: mížo | Linguist: mížo
BPE: ono | Linguist: ono
BPE: dilʲlʲo | Linguist: dilʲlʲo
BPE: me | Linguist: me
BPE: de | Linguist: de
BPE: žu | Linguist: žu
BPE: ħalt’i | Linguist: ħalt’i
BPE: do | Linguist: do
BPE: obu | Linguist: obu
BPE: ɣode | Linguist: ɣode
BPE: do | Linguist: do
BPE: ɣode | Linguist: ɣode
BPE: mo | Linguist: mo
BPE: hobože | Linguist: hobože
BPE: obu | Linguist: obu
BPE: ɣode | Linguist: ɣode
BPE: hos | Linguist: hos
BPE: žik’o | Linguist: žik’o
BPE: iso | Linguist: iso
BPE: ħono | Linguist: ħono
BPE: kad | Linguist: kad
BPE: heč’č’e | Linguist: heč’č’e
BPE: atɣuli | Linguist: atɣuli
BPE: isul | Linguist: isul
BPE: boc’o | Linguist: boc’o
BPE: hed | Linguist: hed
BPE: ise | Linguist: ise
BPE: žik’ó | Linguist: žik’ó
BPE: dubo | Linguist: dubo
BPE: omˤoq’ˤe | Linguist: omˤoq’ˤe
BPE: mo | Linguist: mo
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: žequł | Linguist: žequł
BPE: os | Linguist: os
BPE: č’gl | Linguist: č’gl
BPE: ise | Linguist: ise
BPE: mašina | Linguist: mašina
BPE: č’gl | Linguist: č’gl
BPE: hibo | Linguist: hibo
BPE: diyo | Linguist: diyo
BPE: mo | Linguist: mo
BPE: bertinoʎ’o | Linguist: bertinoʎ’o
BPE: ɣebilʲa | Linguist: ɣebilʲa
BPE: ono | Linguist: ono
BPE: xunda | Linguist: xunda
BPE: ono | Linguist: ono
BPE: he | Linguist: he
BPE: dilʲ | Linguist: dilʲ
BPE: obu | Linguist: obu
BPE: do | Linguist: do
BPE: gobi | Linguist: gobi
BPE: ʎɨn | Linguist: ʎɨn
BPE: hobołe | Linguist: hobołe
BPE: ašemʎ’o | Linguist: ašemʎ’o
BPE: iłeiłelo | Linguist: iłeiłelo
BPE: ɣinaqal | Linguist: ɣinaqal
BPE: lac’a | Linguist: lac’a
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: dilʲ | Linguist: dilʲ
BPE: c’oxu | Linguist: c’oxu
BPE: qarpuz | Linguist: qarpuz
BPE: miže | Linguist: miže
BPE: dilʲ | Linguist: dilʲ
BPE: heⁿše | Linguist: heⁿše
BPE: ak’ | Linguist: ak’
BPE: mo | Linguist: mo
BPE: me | Linguist: me
BPE: mo | Linguist: mo
BPE: me | Linguist: me
BPE: ɣon | Linguist: ɣon
BPE: mo | Linguist: mo
BPE: me | Linguist: me
BPE: ʎiš | Linguist: ʎiš
BPE: aⁿc | Linguist: aⁿc
BPE: mo | Linguist: mo
BPE: dubul | Linguist: dubul
BPE: dubul | Linguist: dubul
BPE: žu | Linguist: žu
BPE: himon | Linguist: himon
BPE: dubul | Linguist: dubul
BPE: do | Linguist: do
BPE: dubul | Linguist: dubul
BPE: do | Linguist: do
BPE: dubul | Linguist: dubul
BPE: do | Linguist: do
BPE: dubul | Linguist: dubul
BPE: do | Linguist: do
BPE: dubul | Linguist: dubul
BPE: me | Linguist: me
BPE: k’ilik’a | Linguist: k’ilik’a
BPE: me | Linguist: me
BPE: dilʲ | Linguist: dilʲ
BPE: tuwо̄ʎbo | Linguist: tuwо̄ʎbo
BPE: isul | Linguist: isul
BPE: heⁿše | Linguist: heⁿše
BPE: ʎurowо̄dbo | Linguist: ʎurowо̄dbo
BPE: mo | Linguist: mo
BPE: ʎɨn | Linguist: ʎɨn
BPE: hobo | Linguist: hobo
BPE: ílʲo | Linguist: ílʲo
BPE: hobo | Linguist: hobo
BPE: hobo | Linguist: hobo
BPE: baydan | Linguist: baydan
BPE: hobo | Linguist: hobo
BPE: de | Linguist: de
BPE: lac’a | Linguist: lac’a
BPE: hobo | Linguist: hobo
BPE: me | Linguist: me
BPE: hobo | Linguist: hobo
BPE: de | Linguist: de
BPE: ɣine | Linguist: ɣine
BPE: me | Linguist: me
BPE: ine | Linguist: ine
BPE: bat’ałi | Linguist: bat’ałi
BPE: hibo | Linguist: hibo
BPE: do | Linguist: do
BPE: heresi | Linguist: heresi
BPE: bataxu | Linguist: bataxu
BPE: eⁿxeɣol | Linguist: eⁿxeɣol
BPE: goli | Linguist: goli
BPE: dilʲ | Linguist: dilʲ
BPE: urɣelʲ | Linguist: urɣelʲ
BPE: gobi | Linguist: gobi
BPE: huⁿne | Linguist: huⁿne
BPE: dubul | Linguist: dubul
BPE: elʲ | Linguist: elʲ
BPE: ruħ | Linguist: ruħ
BPE: dublo | Linguist: dublo
BPE: barkat | Linguist: barkat
BPE: gollu | Linguist: gollu
BPE: mižul | Linguist: mižul
BPE: saxłi | Linguist: saxłi
BPE: mížo | Linguist: mížo
BPE: diyo | Linguist: diyo
BPE: kampot | Linguist: kampot
BPE: xuwо̄ʎboʎo | Linguist: xuwо̄ʎboʎo
BPE: ise | Linguist: ise
BPE: golło | Linguist: golło
BPE: do | Linguist: do
BPE: iso | Linguist: iso
BPE: mašina | Linguist: mašina
BPE: xexiłin | Linguist: xexiłin
BPE: golło | Linguist: golło
BPE: isuqol | Linguist: isuqol
BPE: ʎɨn | Linguist: ʎɨn
BPE: amru | Linguist: amru
BPE: iseisulo | Linguist: iseisulo
BPE: žohoq’ˤemɨl | Linguist: žohoq’ˤemɨl
BPE: ʎɨn | Linguist: ʎɨn
BPE: wasiyat | Linguist: wasiyat
BPE: aq | Linguist: aq
BPE: užal | Linguist: užal
BPE: ʎɨn | Linguist: ʎɨn
BPE: diqol | Linguist: diqol
BPE: me | Linguist: me
BPE: hobołe | Linguist: hobołe
BPE: ašemʎ’o | Linguist: ašemʎ’o
BPE: iłeiłelo | Linguist: iłeiłelo
BPE: ɣinaqal | Linguist: ɣinaqal
BPE: lac’a | Linguist: lac’a
BPE: ʎɨn | Linguist: ʎɨn
BPE: hobo | Linguist: hobo
BPE: mo | Linguist: mo
BPE: hobo | Linguist: hobo
BPE: mížo | Linguist: mížo
BPE: mo | Linguist: mo
BPE: mo | Linguist: mo
BPE: goli | Linguist: goli
BPE: q’udu | Linguist: q’udu
BPE: goli | Linguist: goli
BPE: wole | Linguist: wole
BPE: k’oc | Linguist: k’oc
BPE: goli | Linguist: goli
BPE: wole | Linguist: wole
BPE: k’oc | Linguist: k’oc
BPE: bobolu | Linguist: bobolu
BPE: goli | Linguist: goli
BPE: wole | Linguist: wole
BPE: ʎun | Linguist: ʎun
BPE: unexbo | Linguist: unexbo
BPE: ɣˤʷe | Linguist: ɣˤʷe
BPE: iłe | Linguist: iłe
BPE: dubo | Linguist: dubo
BPE: dilʲ | Linguist: dilʲ
BPE: huⁿne | Linguist: huⁿne
BPE: gobi | Linguist: gobi
BPE: do | Linguist: do
BPE: obu | Linguist: obu
BPE: hobože | Linguist: hobože
BPE: homonu | Linguist: homonu
BPE: xol | Linguist: xol
BPE: ʎɨn | Linguist: ʎɨn
BPE: hadaɣaɣul | Linguist: hadaɣaɣul
BPE: uže | Linguist: uže
BPE: žu | Linguist: žu
BPE: iłe | Linguist: iłe
BPE: ilʲó | Linguist: ilʲó
BPE: abaxar | Linguist: abaxar
BPE: ħono | Linguist: ħono
BPE: hˤamˤaɣˤe | Linguist: hˤamˤaɣˤe
BPE: asʎ’asa | Linguist: asʎ’asa
BPE: mok’o | Linguist: mok’o
BPE: šayx | Linguist: šayx
BPE: razoblačitʲ | Linguist: razoblačitʲ
BPE: židu | Linguist: židu
BPE: dabaɣas | Linguist: dabaɣas
BPE: himonaba | Linguist: himonaba
BPE: ise | Linguist: ise
BPE: madaʎɣul | Linguist: madaʎɣul
BPE: hibo | Linguist: hibo
BPE: do | Linguist: do
BPE: haq’u | Linguist: haq’u
BPE: łuno | Linguist: łuno
BPE: kad | Linguist: kad
BPE: golluč | Linguist: golluč
BPE: dow | Linguist: dow
BPE: gɨd | Linguist: gɨd
BPE: mižo | Linguist: mižo
BPE: išu | Linguist: išu
BPE: dow | Linguist: dow
BPE: ʎɨn | Linguist: ʎɨn
BPE: huniža | Linguist: huniža
BPE: heⁿše | Linguist: heⁿše
BPE: ise | Linguist: ise
BPE: q’ut’i | Linguist: q’ut’i
BPE: iłes | Linguist: iłes
BPE: hos | Linguist: hos
BPE: boc’o | Linguist: boc’o
BPE: sadaq’a | Linguist: sadaq’a
BPE: hos | Linguist: hos
BPE: ze | Linguist: ze
BPE: homonu | Linguist: homonu
BPE: gamuš | Linguist: gamuš
BPE: hos | Linguist: hos
BPE: gamuš | Linguist: gamuš
BPE: ħono | Linguist: ħono
BPE: kilometra | Linguist: kilometra
BPE: de | Linguist: de
BPE: istakan | Linguist: istakan
BPE: uⁿq’ˤe | Linguist: uⁿq’ˤe
BPE: me | Linguist: me
BPE: ħono | Linguist: ħono
BPE: zor | Linguist: zor
BPE: a<b>edu | Linguist: a<b>edu
BPE: huniža | Linguist: huniža
BPE: ono | Linguist: ono
BPE: goli | Linguist: goli
BPE: hed | Linguist: hed
BPE: diyo | Linguist: diyo
BPE: kad | Linguist: kad
BPE: žido | Linguist: žido
BPE: aʎ | Linguist: aʎ
BPE: mok’o | Linguist: mok’o
BPE: mok’o | Linguist: mok’o
BPE: žik’o | Linguist: žik’o
BPE: goli | Linguist: goli
BPE: quno | Linguist: quno
BPE: žik’o | Linguist: žik’o
BPE: quno | Linguist: quno
BPE: uⁿq’e | Linguist: uⁿq’e
BPE: žik’o | Linguist: žik’o
BPE: a<w>t’un | Linguist: a<w>t’un
BPE: idu | Linguist: idu
BPE: ⁿezol | Linguist: ⁿezol
BPE: gobisoɣ | Linguist: gobisoɣ
BPE: idu | Linguist: idu
BPE: q’ˤbene | Linguist: q’ˤbene
BPE: k’uč’e | Linguist: k’uč’e
BPE: hos | Linguist: hos
BPE: hobože | Linguist: hobože
BPE: idu | Linguist: idu
BPE: gˤolʲlʲuč | Linguist: gˤolʲlʲuč
BPE: docon | Linguist: docon
BPE: docon | Linguist: docon
BPE: iłes | Linguist: iłes
BPE: tarpa | Linguist: tarpa
BPE: iłes | Linguist: iłes
BPE: tarpa | Linguist: tarpa
BPE: kad | Linguist: kad
BPE: kad | Linguist: kad
BPE: me | Linguist: me
BPE: hed | Linguist: hed
BPE: me | Linguist: me
BPE: hobože | Linguist: hobože
BPE: osenniy | Linguist: osenniy
BPE: šiʎ’u | Linguist: šiʎ’u
BPE: iso | Linguist: iso
BPE: uʎumho | Linguist: uʎumho
BPE: goli | Linguist: goli
BPE: bertin | Linguist: bertin
BPE: izzo | Linguist: izzo
BPE: goli | Linguist: goli
BPE: dubʎ’ozi | Linguist: dubʎ’ozi
BPE: žik’o | Linguist: žik’o
BPE: gobi | Linguist: gobi
BPE: ide | Linguist: ide
BPE: me | Linguist: me
BPE: do | Linguist: do
BPE: ʎɨn | Linguist: ʎɨn
BPE: geq | Linguist: geq
BPE: ʎun | Linguist: ʎun
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: uže | Linguist: uže
BPE: goli | Linguist: goli
BPE: isulo | Linguist: isulo
BPE: ħalt’i | Linguist: ħalt’i
BPE: isulo | Linguist: isulo
BPE: ɣiná | Linguist: ɣiná
BPE: ħalt’i | Linguist: ħalt’i
BPE: de | Linguist: de
BPE: os | Linguist: os
BPE: de | Linguist: de
BPE: os | Linguist: os
BPE: dubul | Linguist: dubul
BPE: de | Linguist: de
BPE: č’ido | Linguist: č’ido
BPE: diyo | Linguist: diyo
BPE: tarpa | Linguist: tarpa
BPE: dublo | Linguist: dublo
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: tarpa | Linguist: tarpa
BPE: goli | Linguist: goli
BPE: xabar | Linguist: xabar
BPE: xabar | Linguist: xabar
BPE: de | Linguist: de
BPE: iłel | Linguist: iłel
BPE: os | Linguist: os
BPE: de | Linguist: de
BPE: os | Linguist: os
BPE: de | Linguist: de
BPE: os | Linguist: os
BPE: geq | Linguist: geq
BPE: dilʲ | Linguist: dilʲ
BPE: ɨs | Linguist: ɨs
BPE: dilʲ | Linguist: dilʲ
BPE: žu | Linguist: žu
BPE: goli | Linguist: goli
BPE: zor | Linguist: zor
BPE: heč’č’e | Linguist: heč’č’e
BPE: goli | Linguist: goli
BPE: heč’č’e | Linguist: heč’č’e
BPE: goli | Linguist: goli
BPE: heč’č’e | Linguist: heč’č’e
BPE: goli | Linguist: goli
BPE: ħalt’i | Linguist: ħalt’i
BPE: uʎumoho | Linguist: uʎumoho
BPE: goli | Linguist: goli
BPE: idu | Linguist: idu
BPE: kad | Linguist: kad
BPE: ilʲe | Linguist: ilʲe
BPE: oⁿc’o | Linguist: oⁿc’o
BPE: azar | Linguist: azar
BPE: os | Linguist: os
BPE: žik’o | Linguist: žik’o
BPE: dadá | Linguist: dadá
BPE: hoⁿk’o | Linguist: hoⁿk’o
BPE: babá | Linguist: babá
BPE: kartuška | Linguist: kartuška
BPE: dubo | Linguist: dubo
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: ɨs | Linguist: ɨs
BPE: dubo | Linguist: dubo
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: ɨs | Linguist: ɨs
BPE: dublo | Linguist: dublo
BPE: kurtka | Linguist: kurtka
BPE: goli | Linguist: goli
BPE: dilʲlʲo | Linguist: dilʲlʲo
BPE: zihe | Linguist: zihe
BPE: łulla | Linguist: łulla
BPE: kad | Linguist: kad
BPE: užá | Linguist: užá
BPE: ħalt’i | Linguist: ħalt’i
BPE: ħalt’i | Linguist: ħalt’i
BPE: žurnal | Linguist: žurnal
BPE: dilʲ | Linguist: dilʲ
BPE: heⁿše | Linguist: heⁿše
BPE: iho | Linguist: iho
BPE: idu | Linguist: idu
BPE: kad | Linguist: kad
BPE: išu | Linguist: išu
BPE: tošu | Linguist: tošu
BPE: dah | Linguist: dah
BPE: hadam | Linguist: hadam
BPE: goli | Linguist: goli
BPE: dah | Linguist: dah
BPE: hadam | Linguist: hadam
BPE: goli | Linguist: goli
BPE: obu | Linguist: obu
BPE: kaɣat | Linguist: kaɣat
BPE: idu | Linguist: idu
BPE: uže | Linguist: uže
BPE: c’aq’ | Linguist: c’aq’
BPE: c’aq’ | Linguist: c’aq’
BPE: idu | Linguist: idu
BPE: žu | Linguist: žu
BPE: c’aq’ | Linguist: c’aq’
BPE: goli | Linguist: goli
BPE: žu | Linguist: žu
BPE: c’aq’ | Linguist: c’aq’
BPE: goli | Linguist: goli
BPE: iso | Linguist: iso
BPE: obu | Linguist: obu
BPE: toxtur | Linguist: toxtur
BPE: ilʲlʲo | Linguist: ilʲlʲo
BPE: idu | Linguist: idu
BPE: xabar | Linguist: xabar
BPE: žuka | Linguist: žuka
BPE: goli | Linguist: goli
BPE: c’aq’ | Linguist: c’aq’
BPE: kad | Linguist: kad
BPE: goli | Linguist: goli
BPE: žequł | Linguist: žequł
BPE: at’amaha | Linguist: at’amaha
BPE: hobołe | Linguist: hobołe
BPE: iso | Linguist: iso
BPE: ʎar | Linguist: ʎar
BPE: ono | Linguist: ono
BPE: do | Linguist: do
BPE: soyrozolo | Linguist: soyrozolo
BPE: diyo | Linguist: diyo
BPE: о̄ⁿču | Linguist: о̄ⁿču
BPE: šiʎ’u | Linguist: šiʎ’u
BPE: gobi | Linguist: gobi
BPE: isuqo | Linguist: isuqo
BPE: hos | Linguist: hos
BPE: boko | Linguist: boko
BPE: goli | Linguist: goli
BPE: ʎ’olo | Linguist: ʎ’olo
BPE: hobože | Linguist: hobože
BPE: do | Linguist: do
BPE: ʎultan | Linguist: ʎultan
BPE: uže | Linguist: uže
BPE: hadam | Linguist: hadam
BPE: heč’č’e | Linguist: heč’č’e
BPE: atɣul | Linguist: atɣul
BPE: о̄ⁿču | Linguist: о̄ⁿču
BPE: idu | Linguist: idu
BPE: t’alaqasa | Linguist: t’alaqasa
BPE: ise | Linguist: ise
BPE: užá | Linguist: užá
BPE: idu | Linguist: idu
BPE: užazal | Linguist: užazal
BPE: izzu | Linguist: izzu
BPE: žu | Linguist: žu
BPE: bet’erhanɨl | Linguist: bet’erhanɨl
BPE: boc’o | Linguist: boc’o
BPE: о̄ⁿču | Linguist: о̄ⁿču
BPE: wa | Linguist: wa
BPE: mok’o | Linguist: mok’o
BPE: ilʲul | Linguist: ilʲul
BPE: ono | Linguist: ono
BPE: izze | Linguist: izze
BPE: iłes | Linguist: iłes
