BPE: uže | Linguist: uže
BPE: n uq i | Linguist: n uq i
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: iłe | Linguist: iłe
BPE: ise | Linguist: ise
BPE: goli | Linguist: goli
BPE: hed | Linguist: hed
BPE: ise | Linguist: ise
BPE: hos | Linguist: hos
BPE: užá | Linguist: užá
BPE: iʎ bič | Linguist: iʎ bič
BPE: goli | Linguist: goli
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: hobože | Linguist: hobože
BPE: isul | Linguist: isul
BPE: dubul | Linguist: dubul
BPE: himon | Linguist: himon
BPE: ise | Linguist: ise
BPE: isul | Linguist: isul
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: idu | Linguist: idu
BPE: himon | Linguist: himon
BPE: q’ala | Linguist: q’ala
BPE: dubul | Linguist: dubul
BPE: ʎɨn | Linguist: ʎɨn
BPE: hos | Linguist: hos
BPE: dilʲ | Linguist: dilʲ
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: diyo | Linguist: diyo
BPE: me | Linguist: me
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: isx in | Linguist: isx in
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: ise | Linguist: ise
BPE: ise | Linguist: ise
BPE: hed | Linguist: hed
BPE: žu | Linguist: žu
BPE: hobože | Linguist: hobože
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: iłe | Linguist: iłe
BPE: os | Linguist: os
BPE: heⁿše | Linguist: heⁿše
BPE: do | Linguist: do
BPE: hobože | Linguist: hobože
BPE: goli | Linguist: goli
BPE: užá | Linguist: užá
BPE: ise | Linguist: ise
BPE: užá | Linguist: užá
BPE: heⁿše | Linguist: heⁿše
BPE: hed | Linguist: hed
BPE: ʎɨn | Linguist: ʎɨn
BPE: iʎ a | Linguist: iʎ a
BPE: iłes | Linguist: iłes
BPE: q’ala | Linguist: q’ala
BPE: iłes | Linguist: iłes
BPE: q’ala | Linguist: q’ala
BPE: idu | Linguist: idu
BPE: obu | Linguist: obu
BPE: iłes | Linguist: iłes
BPE: q’ala | Linguist: q’ala
BPE: užá | Linguist: užá
BPE: himon | Linguist: himon
BPE: isul | Linguist: isul
BPE: gollu | Linguist: gollu
BPE: boc’ i | Linguist: boc’ i
BPE: os | Linguist: os
BPE: os | Linguist: os
BPE: os | Linguist: os
BPE: ise | Linguist: ise
BPE: q’ala | Linguist: q’ala
BPE: uže | Linguist: uže
BPE: ise | Linguist: ise
BPE: heⁿše | Linguist: heⁿše
BPE: uže | Linguist: uže
BPE: c’alid a | Linguist: c’alid a
BPE: heⁿše | Linguist: heⁿše
BPE: c’alid a | Linguist: c’alid a
BPE: os | Linguist: os
BPE: ise | Linguist: ise
BPE: ise | Linguist: ise
BPE: q’ala | Linguist: q’ala
BPE: ise | Linguist: ise
BPE: q’ala | Linguist: q’ala
BPE: q’ala | Linguist: q’ala
BPE: c’alid a | Linguist: c’alid a
BPE: ise | Linguist: ise
BPE: c’alid a | Linguist: c’alid a
BPE: ise | Linguist: ise
BPE: os | Linguist: os
BPE: heⁿše | Linguist: heⁿše
BPE: heⁿše | Linguist: heⁿše
BPE: kad | Linguist: kad
BPE: goli | Linguist: goli
BPE: uže | Linguist: uže
BPE: kad | Linguist: kad
BPE: užá | Linguist: užá
BPE: užá | Linguist: užá
BPE: uža s | Linguist: uža s
BPE: uže | Linguist: uže
BPE: goli | Linguist: goli
BPE: uža s | Linguist: uža s
BPE: uže | Linguist: uže
BPE: ise | Linguist: ise
BPE: ɣono ł ɣul | Linguist: ɣono ł ɣul
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: gollu | Linguist: gollu
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: gollu | Linguist: gollu
BPE: goli | Linguist: goli
BPE: dilʲ | Linguist: dilʲ
BPE: dilʲ | Linguist: dilʲ
BPE: goli | Linguist: goli
BPE: do | Linguist: do
BPE: c’alid a | Linguist: c’alid a
BPE: do | Linguist: do
BPE: c’alid a | Linguist: c’alid a
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: heⁿše | Linguist: heⁿše
BPE: žik’o | Linguist: žik’o
BPE: heⁿše | Linguist: heⁿše
BPE: žik’o | Linguist: žik’o
BPE: os | Linguist: os
BPE: uže | Linguist: uže
BPE: hibo | Linguist: hibo
BPE: himon | Linguist: himon
BPE: himon | Linguist: himon
BPE: himon | Linguist: himon
BPE: žik’o | Linguist: žik’o
BPE: dilʲ | Linguist: dilʲ
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: ʎɨn | Linguist: ʎɨn
BPE: di l | Linguist: di l
BPE: ise | Linguist: ise
BPE: heⁿše | Linguist: heⁿše
BPE: obu | Linguist: obu
BPE: užá | Linguist: užá
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: c’alid a | Linguist: c’alid a
BPE: ʎun | Linguist: ʎun
BPE: dilʲ | Linguist: dilʲ
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: goli | Linguist: goli
BPE: de | Linguist: de
BPE: žu | Linguist: žu
BPE: ɣono ł ɣul | Linguist: ɣono ł ɣul
BPE: obu | Linguist: obu
BPE: is a | Linguist: is a
BPE: kad | Linguist: kad
BPE: dilʲ | Linguist: dilʲ
BPE: do | Linguist: do
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: žik’o | Linguist: žik’o
BPE: idu | Linguist: idu
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: ise | Linguist: ise
BPE: ʎɨn | Linguist: ʎɨn
BPE: do | Linguist: do
BPE: is i | Linguist: is i
BPE: žu | Linguist: žu
BPE: de | Linguist: de
BPE: užá | Linguist: užá
BPE: ho | Linguist: ho
BPE: ise | Linguist: ise
BPE: ise | Linguist: ise
BPE: de | Linguist: de
BPE: de | Linguist: de
BPE: o | Linguist: o
BPE: žu | Linguist: žu
BPE: l eq nu ʎ’o | Linguist: l eq nu ʎ’o
BPE: gobi | Linguist: gobi
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: l eq nu ʎ’o | Linguist: l eq nu ʎ’o
BPE: q’ala | Linguist: q’ala
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: q’ala | Linguist: q’ala
BPE: de | Linguist: de
BPE: dubul | Linguist: dubul
BPE: iʎ še | Linguist: iʎ še
BPE: do | Linguist: do
BPE: gobi | Linguist: gobi
BPE: ʎɨn | Linguist: ʎɨn
BPE: diyo | Linguist: diyo
BPE: hibo | Linguist: hibo
BPE: idu | Linguist: idu
BPE: ʎun | Linguist: ʎun
BPE: iłe | Linguist: iłe
BPE: užá | Linguist: užá
BPE: isul | Linguist: isul
BPE: hos | Linguist: hos
BPE: kad | Linguist: kad
BPE: ʎɨn | Linguist: ʎɨn
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: q’ala | Linguist: q’ala
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: ʎun | Linguist: ʎun
BPE: de | Linguist: de
BPE: mo | Linguist: mo
BPE: os | Linguist: os
BPE: gollu | Linguist: gollu
BPE: dilʲ | Linguist: dilʲ
BPE: de | Linguist: de
BPE: uža ba | Linguist: uža ba
BPE: uža ba | Linguist: uža ba
BPE: goli | Linguist: goli
BPE: diyo | Linguist: diyo
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: ise | Linguist: ise
BPE: diyo | Linguist: diyo
BPE: ise | Linguist: ise
BPE: ise | Linguist: ise
BPE: uže | Linguist: uže
BPE: ø ah i | Linguist: ø ah i
BPE: ø iž nu ʎ’o | Linguist: ø iž nu ʎ’o
BPE: de | Linguist: de
BPE: uže | Linguist: uže
BPE: goli | Linguist: goli
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: žik’o | Linguist: žik’o
BPE: ʎɨn | Linguist: ʎɨn
BPE: žu | Linguist: žu
BPE: žik’o | Linguist: žik’o
BPE: ʎɨn | Linguist: ʎɨn
BPE: užá | Linguist: užá
BPE: gollu | Linguist: gollu
BPE: dilʲ | Linguist: dilʲ
BPE: žik’o | Linguist: žik’o
BPE: žu | Linguist: žu
BPE: idu | Linguist: idu
BPE: idu | Linguist: idu
BPE: hos | Linguist: hos
BPE: dilʲ | Linguist: dilʲ
BPE: ʎɨn | Linguist: ʎɨn
BPE: žu | Linguist: žu
BPE: un še č | Linguist: un še č
BPE: un bič | Linguist: un bič
BPE: iso | Linguist: iso
BPE: ono | Linguist: ono
BPE: žu | Linguist: žu
BPE: ono ɣul | Linguist: ono ɣul
BPE: ø ah an | Linguist: ø ah an
BPE: ø ah un | Linguist: ø ah un
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: ono ɣul | Linguist: ono ɣul
BPE: idu | Linguist: idu
BPE: ise | Linguist: ise
BPE: idu | Linguist: idu
BPE: ɣono ł ɣul | Linguist: ɣono ł ɣul
BPE: gollu | Linguist: gollu
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: iłe | Linguist: iłe
BPE: ise | Linguist: ise
BPE: ʎɨn | Linguist: ʎɨn
BPE: idu | Linguist: idu
BPE: ło | Linguist: ło
BPE: idu | Linguist: idu
BPE: idu | Linguist: idu
BPE: uže | Linguist: uže
BPE: idu | Linguist: idu
BPE: isul | Linguist: isul
BPE: uže | Linguist: uže
BPE: žu | Linguist: žu
BPE: ise | Linguist: ise
BPE: kad | Linguist: kad
BPE: kad | Linguist: kad
BPE: de | Linguist: de
BPE: ise | Linguist: ise
BPE: ise | Linguist: ise
BPE: žu | Linguist: žu
BPE: kad | Linguist: kad
BPE: do | Linguist: do
BPE: ʎɨn | Linguist: ʎɨn
BPE: žu | Linguist: žu
BPE: goli | Linguist: goli
BPE: hos | Linguist: hos
BPE: hos | Linguist: hos
BPE: iłe l | Linguist: iłe l
BPE: idu | Linguist: idu
BPE: hos | Linguist: hos
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: idu | Linguist: idu
BPE: žik’o | Linguist: žik’o
BPE: q’ala | Linguist: q’ala
BPE: iso | Linguist: iso
BPE: ʎɨn | Linguist: ʎɨn
BPE: himon | Linguist: himon
BPE: iłe | Linguist: iłe
BPE: idu | Linguist: idu
BPE: lʲ uʎ x a | Linguist: lʲ uʎ x a
BPE: ʎɨn | Linguist: ʎɨn
BPE: užá | Linguist: užá
BPE: obu | Linguist: obu
BPE: do | Linguist: do
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: ø ah un | Linguist: ø ah un
BPE: užá | Linguist: užá
BPE: gollu | Linguist: gollu
BPE: himon | Linguist: himon
BPE: q’ala | Linguist: q’ala
BPE: goli | Linguist: goli
BPE: ɣono ł ul | Linguist: ɣono ł ul
BPE: iʎ a | Linguist: iʎ a
BPE: goli | Linguist: goli
BPE: ʎun | Linguist: ʎun
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: mo | Linguist: mo
BPE: kad | Linguist: kad
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: žu | Linguist: žu
BPE: ono | Linguist: ono
BPE: ʎɨn | Linguist: ʎɨn
BPE: do | Linguist: do
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: idu | Linguist: idu
BPE: goli | Linguist: goli
BPE: himon | Linguist: himon
BPE: mo | Linguist: mo
BPE: mo | Linguist: mo
BPE: do | Linguist: do
BPE: ono | Linguist: ono
BPE: mo | Linguist: mo
BPE: de | Linguist: de
BPE: ono | Linguist: ono
BPE: hed | Linguist: hed
BPE: hibo | Linguist: hibo
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: de | Linguist: de
BPE: mo | Linguist: mo
BPE: gobi | Linguist: gobi
BPE: žu | Linguist: žu
BPE: ise | Linguist: ise
BPE: boc’ i | Linguist: boc’ i
BPE: žu | Linguist: žu
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: ono ɣul | Linguist: ono ɣul
BPE: goli | Linguist: goli
BPE: uže | Linguist: uže
BPE: žu | Linguist: žu
BPE: aʎ a ł ɣul | Linguist: aʎ a ł ɣul
BPE: isul | Linguist: isul
BPE: isx in | Linguist: isx in
BPE: mo | Linguist: mo
BPE: ʎɨn | Linguist: ʎɨn
BPE: ø ah an | Linguist: ø ah an
BPE: ø ah un | Linguist: ø ah un
BPE: idu | Linguist: idu
BPE: ise | Linguist: ise
BPE: idu | Linguist: idu
BPE: žu | Linguist: žu
BPE: žu | Linguist: žu
BPE: do | Linguist: do
BPE: dilʲ | Linguist: dilʲ
BPE: hos | Linguist: hos
BPE: žik’o | Linguist: žik’o
BPE: diyo | Linguist: diyo
BPE: hed | Linguist: hed
BPE: himon | Linguist: himon
BPE: de | Linguist: de
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: is bič | Linguist: is bič
BPE: do | Linguist: do
BPE: mo | Linguist: mo
BPE: goli | Linguist: goli
BPE: do | Linguist: do
BPE: diyo | Linguist: diyo
BPE: de | Linguist: de
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: os | Linguist: os
BPE: hadiyad ɨl | Linguist: hadiyad ɨl
BPE: idu | Linguist: idu
BPE: hadiyad ʎ’a | Linguist: hadiyad ʎ’a
BPE: goli | Linguist: goli
BPE: hadiyad la | Linguist: hadiyad la
BPE: hadiyad la | Linguist: hadiyad la
BPE: goli | Linguist: goli
BPE: hadiyad ɨs | Linguist: hadiyad ɨs
BPE: hadiyad ɨs | Linguist: hadiyad ɨs
BPE: hadiyad ɨs | Linguist: hadiyad ɨs
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: žik’o | Linguist: žik’o
BPE: goli | Linguist: goli
BPE: hadiyad ba | Linguist: hadiyad ba
BPE: hadiyad qa | Linguist: hadiyad qa
BPE: hadiyad ba | Linguist: hadiyad ba
BPE: uža ba | Linguist: uža ba
BPE: goli | Linguist: goli
BPE: ise | Linguist: ise
BPE: is in | Linguist: is in
BPE: hos | Linguist: hos
BPE: hadiyad ba | Linguist: hadiyad ba
BPE: uža ba | Linguist: uža ba
BPE: ono | Linguist: ono
BPE: me | Linguist: me
BPE: goli | Linguist: goli
BPE: mo | Linguist: mo
BPE: he | Linguist: he
BPE: goli | Linguist: goli
BPE: me | Linguist: me
BPE: l eq bi | Linguist: l eq bi
BPE: diyo | Linguist: diyo
BPE: dilʲ | Linguist: dilʲ
BPE: mo | Linguist: mo
BPE: mo | Linguist: mo
BPE: dilʲ | Linguist: dilʲ
BPE: mo | Linguist: mo
BPE: ono | Linguist: ono
BPE: diyo | Linguist: diyo
BPE: hibo | Linguist: hibo
BPE: ono | Linguist: ono
BPE: me | Linguist: me
BPE: uže | Linguist: uže
BPE: me | Linguist: me
BPE: mo | Linguist: mo
BPE: me | Linguist: me
BPE: n eq še | Linguist: n eq še
BPE: me | Linguist: me
BPE: de | Linguist: de
BPE: gobi | Linguist: gobi
BPE: he | Linguist: he
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: himon | Linguist: himon
BPE: gollu | Linguist: gollu
BPE: gobi | Linguist: gobi
BPE: žu | Linguist: žu
BPE: gobi | Linguist: gobi
BPE: iłe | Linguist: iłe
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: dubul | Linguist: dubul
BPE: himon | Linguist: himon
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: heⁿše | Linguist: heⁿše
BPE: ise | Linguist: ise
BPE: c’alid i | Linguist: c’alid i
BPE: ise | Linguist: ise
BPE: heⁿše | Linguist: heⁿše
BPE: c’alid i | Linguist: c’alid i
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: kad | Linguist: kad
BPE: kad | Linguist: kad
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: hibo | Linguist: hibo
BPE: me | Linguist: me
BPE: heⁿše | Linguist: heⁿše
BPE: de | Linguist: de
BPE: heⁿše | Linguist: heⁿše
BPE: dow | Linguist: dow
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: c’alid i | Linguist: c’alid i
BPE: hibo | Linguist: hibo
BPE: c’alid i | Linguist: c’alid i
BPE: goli | Linguist: goli
BPE: hibo | Linguist: hibo
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: goli | Linguist: goli
BPE: goli | Linguist: goli
BPE: heⁿše | Linguist: heⁿše
BPE: uže | Linguist: uže
BPE: hibo | Linguist: hibo
BPE: ø ah i | Linguist: ø ah i
BPE: obu t’ ɨl | Linguist: obu t’ ɨl
BPE: hibo | Linguist: hibo
BPE: obu t’ ɨl | Linguist: obu t’ ɨl
BPE: obu t’ ɨl | Linguist: obu t’ ɨl
BPE: isx in | Linguist: isx in
BPE: mo | Linguist: mo
BPE: ʎin | Linguist: ʎin
BPE: žu | Linguist: žu
BPE: isx in | Linguist: isx in
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx aʎa | Linguist: isx aʎa
BPE: ʎɨn | Linguist: ʎɨn
BPE: dilʲ | Linguist: dilʲ
BPE: himon | Linguist: himon
BPE: gobi | Linguist: gobi
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: iłe | Linguist: iłe
BPE: hobože | Linguist: hobože
BPE: me | Linguist: me
BPE: dubul | Linguist: dubul
BPE: ʎɨn | Linguist: ʎɨn
BPE: iʎ o | Linguist: iʎ o
BPE: isx in | Linguist: isx in
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: ɣo dow | Linguist: ɣo dow
BPE: ʎun | Linguist: ʎun
BPE: hobože | Linguist: hobože
BPE: idu | Linguist: idu
BPE: himon | Linguist: himon
BPE: ʎɨn | Linguist: ʎɨn
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: de | Linguist: de
BPE: dubul | Linguist: dubul
BPE: iʎ še | Linguist: iʎ še
BPE: do | Linguist: do
BPE: gobi | Linguist: gobi
BPE: ʎin | Linguist: ʎin
BPE: iłe | Linguist: iłe
BPE: žu | Linguist: žu
BPE: ʎɨn | Linguist: ʎɨn
BPE: me | Linguist: me
BPE: isx aʎa | Linguist: isx aʎa
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: ono | Linguist: ono
BPE: žik’o | Linguist: žik’o
BPE: goli | Linguist: goli
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: diyo | Linguist: diyo
BPE: ʎɨn | Linguist: ʎɨn
BPE: hibo | Linguist: hibo
BPE: ʎɨn | Linguist: ʎɨn
BPE: obu | Linguist: obu
BPE: de | Linguist: de
BPE: ʎɨn | Linguist: ʎɨn
BPE: mo | Linguist: mo
BPE: ʎɨn | Linguist: ʎɨn
BPE: ise | Linguist: ise
BPE: is a | Linguist: is a
BPE: ʎin | Linguist: ʎin
BPE: isul | Linguist: isul
BPE: os | Linguist: os
BPE: ise | Linguist: ise
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: de | Linguist: de
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: ise | Linguist: ise
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: ono | Linguist: ono
BPE: goli | Linguist: goli
BPE: ʎɨn | Linguist: ʎɨn
BPE: mo | Linguist: mo
BPE: de | Linguist: de
BPE: ise | Linguist: ise
BPE: de | Linguist: de
BPE: idu | Linguist: idu
BPE: iłe | Linguist: iłe
BPE: diyo | Linguist: diyo
BPE: ʎɨn | Linguist: ʎɨn
BPE: žu | Linguist: žu
BPE: ono ɣul | Linguist: ono ɣul
BPE: ʎɨn | Linguist: ʎɨn
BPE: mo | Linguist: mo
BPE: ono ɣul | Linguist: ono ɣul
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx o | Linguist: isx o
BPE: žu | Linguist: žu
BPE: kad | Linguist: kad
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx i | Linguist: isx i
BPE: de | Linguist: de
BPE: ʎɨn | Linguist: ʎɨn
BPE: isx i | Linguist: isx i
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: de | Linguist: de
BPE: ʎɨn | Linguist: ʎɨn
BPE: iłe | Linguist: iłe
BPE: ʎɨn | Linguist: ʎɨn
BPE: uža ba | Linguist: uža ba
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: do n | Linguist: do n
BPE: mo | Linguist: mo
BPE: diyo | Linguist: diyo
BPE: goli | Linguist: goli
BPE: gobi | Linguist: gobi
BPE: gobi | Linguist: gobi
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
BPE: dilʲ | Linguist: dilʲ
BPE: iso | Linguist: iso
